hierarchy_label,n_side,h,candidate_label,persistence_time_tau,base_width_growth_at_eval_tau,base_concentration_ratio_at_eval_tau,base_participation_growth_at_eval_tau,spectral_gap,local_connectivity_variance,local_spectral_density_proxy,coefficient_ratio_shift_proxy,ratio_b1_over_b0,ratio_b2_over_b0
frozen_branch,48,0.020833333333,low_mode_localized_wavepacket,1.2,0.051662668587,0.904831589977,0.105585457371,0.017091721482,0.0,1.0,0.001780667517,-3.865075186357,7.202948201942
frozen_branch,60,0.016666666667,low_mode_localized_wavepacket,2.0,0.033617625,0.936313940059,0.068191384751,0.010948603426,0.0,1.0,0.001122879311,-3.866498178777,7.207694668196
frozen_branch,72,0.013888888889,low_mode_localized_wavepacket,2.4,0.023567653563,0.954636383257,0.047604913518,0.007606934464,0.0,1.0,0.000765398956,-3.867271358977,7.210274173916
frozen_branch,84,0.011904761905,low_mode_localized_wavepacket,3.6,0.017417045788,0.966142937787,0.035090451756,0.005590424552,0.0,1.0,0.000549794001,-3.867737629168,7.211829935531
periodic_diagonal_augmented_control,48,0.020833333333,low_mode_localized_wavepacket,0.4,0.08581880195,0.849492031965,0.178085920593,0.02905592652,0.0,1.0,0.584756260137,-5.148406710965,11.435279685551
periodic_diagonal_augmented_control,60,0.016666666667,low_mode_localized_wavepacket,1.2,0.056241238,0.896980800471,0.115247512874,0.018612625824,0.0,1.0,0.585766380111,-5.150258900129,11.44256850637
periodic_diagonal_augmented_control,72,0.013888888889,low_mode_localized_wavepacket,1.6,0.039600437688,0.925607099401,0.080570231755,0.012931788589,0.0,1.0,0.586315323114,-5.151265266376,11.446529567714
periodic_diagonal_augmented_control,84,0.011904761905,low_mode_localized_wavepacket,2.0,0.029348820062,0.943984270601,0.059449206425,0.009503721739,0.0,1.0,0.586646398693,-5.151872154732,11.448918541933
