hierarchy_label,level_id,n_side,perturbation_label,amplitude,classification,failure_mechanism,survival_indicator,spectral_gap_shift_relative,mode_mixing_indicator,norm_retention_relative,recovery_style_score
periodic_diagonal_augmented_control,n72,72,local_stiffness_defect,0.4,persistent,survives,1,0.000605461096,0.651384420297,1.00025861385,0.944805376524
periodic_diagonal_augmented_control,n72,72,local_stiffness_defect,0.5,persistent,survives,1,0.000779793434,0.651428357195,1.000331625183,0.927213984092
periodic_diagonal_augmented_control,n72,72,local_stiffness_defect,0.6,persistent,survives,1,0.000965097039,0.65147491936,1.000408795313,0.907603135274
periodic_diagonal_augmented_control,n72,72,local_stiffness_defect,0.7,persistent,survives,1,0.001162476971,0.651524485663,1.000490703055,0.885650854657
periodic_diagonal_augmented_control,n72,72,local_stiffness_defect,0.8,persistent,survives,1,0.001373195183,0.651577536405,1.000578078592,0.860997750516
periodic_diagonal_augmented_control,n72,72,local_stiffness_defect,0.9,persistent,survives,1,0.001598700939,0.651634690191,1.000671857758,0.833263438304
periodic_diagonal_augmented_control,n72,72,local_stiffness_defect,1.0,persistent,survives,1,0.001717512803,0.651665049379,1.000721515784,0.818125263043
periodic_diagonal_augmented_control,n72,72,connectivity_micro_surgery,0.0,persistent,survives,1,0.0,0.651229626592,1.0,1.0
periodic_diagonal_augmented_control,n72,72,connectivity_micro_surgery,0.2,persistent,survives,1,0.000382748626,0.651321251299,1.000153065732,0.966629734876
periodic_diagonal_augmented_control,n72,72,connectivity_micro_surgery,0.4,persistent,survives,1,0.000803565638,0.651416714796,1.000311563787,0.925940058729
periodic_diagonal_augmented_control,n72,72,connectivity_micro_surgery,0.6,persistent,survives,1,0.001073648266,0.651474954934,1.000407888963,0.904041723286
periodic_diagonal_augmented_control,n72,72,connectivity_micro_surgery,0.8,persistent,survives,1,0.001045853243,0.651468545196,1.000397542946,0.927676448695
periodic_diagonal_augmented_control,n72,72,connectivity_micro_surgery,1.0,persistent,survives,1,0.000974547683,0.651453633246,1.000372897732,0.965798698261
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.0,persistent,survives,1,0.0,0.651229626592,1.0,1.0
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.02,persistent,survives,1,0.0,0.657664617373,0.998300517216,0.942842373827
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.04,persistent,survives,1,0.0,0.664604655391,0.996376489735,0.877924999985
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.06,persistent,survives,1,0.0,0.672020508325,0.994230028054,0.805895814518
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.08,diffusive,incoherence_triggered,0,0.0,0.679881106494,0.991863477024,0.727378405749
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.1,diffusive,incoherence_triggered,0,0.0,0.688153686799,0.989279411568,0.677363073407
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.12,diffusive,incoherence_triggered,0,0.0,0.696803945155,0.986480631982,0.658676908734
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.14,diffusive,incoherence_triggered,0,0.0,0.705796196953,0.983470158827,0.638618890406
periodic_diagonal_augmented_control,n72,72,phase_randomization_window,0.16,diffusive,incoherence_triggered,0,0.0,0.715093545065,0.980251227445,0.617196898227
periodic_diagonal_augmented_control,n72,72,boundary_leakage_probe,0.0,persistent,survives,1,0.0,0.651229626592,1.0,1.0
periodic_diagonal_augmented_control,n72,72,boundary_leakage_probe,0.2,persistent,survives,1,0.0,0.651891941891,0.999874879139,0.980649590911
periodic_diagonal_augmented_control,n72,72,boundary_leakage_probe,0.4,persistent,survives,1,0.0,0.652474908038,0.999771510007,0.968378112729
periodic_diagonal_augmented_control,n72,72,boundary_leakage_probe,0.8,persistent,survives,1,0.0,0.653442465621,0.999612759468,0.954762648911
periodic_diagonal_augmented_control,n72,72,boundary_leakage_probe,1.2,persistent,survives,1,0.0,0.654199262977,0.999498311444,0.947314512895
periodic_diagonal_augmented_control,n72,72,boundary_leakage_probe,1.6,persistent,survives,1,0.0,0.654795783703,0.999412848919,0.941988200072
periodic_diagonal_augmented_control,n72,72,boundary_leakage_probe,2.0,persistent,survives,1,0.0,0.655270024347,0.999346947211,0.937577558736
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.0,persistent,survives,1,0.0,0.658654673967,1.0,1.0
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.1,persistent,survives,1,0.000102337522,0.658674620355,1.000033932694,0.991056520191
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.2,persistent,survives,1,0.000210318498,0.658695446296,1.00006930161,0.981314477406
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.3,persistent,survives,1,0.00032443883,0.658717231282,1.000106232581,0.970655497134
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.4,persistent,survives,1,0.000445255257,0.658740069101,1.000144873539,0.958940144741
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.5,persistent,survives,1,0.000573395107,0.658764071919,1.000185400716,0.946005038946
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.6,persistent,survives,1,0.000709568034,0.658789375871,1.000228027103,0.931660687713
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.7,persistent,survives,1,0.00085458029,0.658816148785,1.000273014111,0.915691306422
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.8,persistent,survives,1,0.001009352323,0.658844600998,1.000320687839,0.897859025757
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,0.9,persistent,survives,1,0.001174940997,0.658875000667,1.000371462058,0.877916996383
periodic_diagonal_augmented_control,n84,84,local_stiffness_defect,1.0,persistent,survives,1,0.001262166158,0.658891035627,1.00039817294,0.867082123827
periodic_diagonal_augmented_control,n84,84,connectivity_micro_surgery,0.0,persistent,survives,1,0.0,0.658654673967,1.0,1.0
periodic_diagonal_augmented_control,n84,84,connectivity_micro_surgery,0.2,persistent,survives,1,0.000281259039,0.658706092199,1.000087230328,0.974975128334
periodic_diagonal_augmented_control,n84,84,connectivity_micro_surgery,0.4,persistent,survives,1,0.000590293818,0.65875940548,1.000177157518,0.944878529273
periodic_diagonal_augmented_control,n84,84,connectivity_micro_surgery,0.6,persistent,survives,1,0.000788530298,0.658791870986,1.000231721247,0.928898350318
periodic_diagonal_augmented_control,n84,84,connectivity_micro_surgery,0.8,persistent,survives,1,0.000768150148,0.658788490894,1.000226164654,0.946328479954
periodic_diagonal_augmented_control,n84,84,connectivity_micro_surgery,1.0,persistent,survives,1,0.000715831238,0.658780207055,1.0002122565,0.97447888778
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.0,persistent,survives,1,0.0,0.658654673967,1.0,1.0
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.02,persistent,survives,1,0.0,0.665221764851,0.998704876677,0.943009060879
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.04,persistent,survives,1,0.0,0.672305794698,0.997235425011,0.877949898011
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.06,persistent,survives,1,0.0,0.679874522675,0.995592931986,0.805530687374
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.08,diffusive,incoherence_triggered,0,0.0,0.687893737728,0.993778831533,0.726429764114
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.1,diffusive,incoherence_triggered,0,0.0,0.696327446431,0.991794702336,0.692696560739
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.12,diffusive,incoherence_triggered,0,0.0,0.705138070669,0.989642265412,0.677895641499
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.14,diffusive,incoherence_triggered,0,0.0,0.71428665416,0.987323381482,0.661992763093
periodic_diagonal_augmented_control,n84,84,phase_randomization_window,0.16,diffusive,incoherence_triggered,0,0.0,0.723733076767,0.984840048133,0.644994045402
periodic_diagonal_augmented_control,n84,84,boundary_leakage_probe,0.0,persistent,survives,1,0.0,0.658654673967,1.0,1.0
periodic_diagonal_augmented_control,n84,84,boundary_leakage_probe,0.2,persistent,survives,1,0.0,0.65925693752,0.999895328333,0.980363485211
periodic_diagonal_augmented_control,n84,84,boundary_leakage_probe,0.4,persistent,survives,1,0.0,0.659785208408,0.999809879325,0.969719893016
periodic_diagonal_augmented_control,n84,84,boundary_leakage_probe,0.8,persistent,survives,1,0.0,0.660657222091,0.999680854271,0.960591982391
periodic_diagonal_augmented_control,n84,84,boundary_leakage_probe,1.2,persistent,survives,1,0.0,0.661333870255,0.999589855342,0.956532500744
periodic_diagonal_augmented_control,n84,84,boundary_leakage_probe,1.6,persistent,survives,1,0.0,0.661862668619,0.999523218681,0.953037121801
periodic_diagonal_augmented_control,n84,84,boundary_leakage_probe,2.0,persistent,survives,1,0.0,0.662279283353,0.999472684865,0.949376920414
