hierarchy_label,level_id,n_side,h,candidate_label,perturbation_label,amplitude,evaluation_tau,overlap_with_baseline,recovery_style_score,classification,survival_indicator,failure_mechanism,localization_width,width_growth,concentration_ratio,participation_growth,spectral_gap_shift_relative,mode_mixing_indicator,local_connectivity_variance,local_spectral_density_proxy,coefficient_ratio_shift_proxy,norm_retention_relative,leakage_rate
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.0,0.8,1.0,1.0,persistent,1,survives,0.08268941,0.033617625,0.936313940059,0.068191384751,0.0,0.884963184756,0.0,1.0,0.001122879311,1.0,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.02,0.8,0.999487620512,0.942990259508,persistent,1,survives,0.082760569137,0.034507114212,0.934045608651,0.070354623021,0.0,0.886580601284,0.0,1.0,0.001122879311,0.998532592368,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.04,0.8,0.997949576097,0.878084320145,persistent,1,survives,0.082837079681,0.035463496012,0.931431469816,0.072742799814,0.0,0.888338226153,0.0,1.0,0.001122879311,0.996869497974,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.06,0.8,0.995385590094,0.805970586864,persistent,1,survives,0.082918920755,0.036486509437,0.928473189217,0.075356085766,0.0,0.890230013119,0.0,1.0,0.001122879311,0.995012408383,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.08,0.8,0.991796838882,0.727309651365,diffusive,0,incoherence_triggered,0.083006069249,0.037575865613,0.925172660228,0.078194547967,0.0,0.892249469865,0.0,1.0,0.001122879311,0.992963204687,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.1,0.8,0.98718596414,0.686358572332,diffusive,0,incoherence_triggered,0.083098499768,0.0387312471,0.921532006113,0.081258138815,0.0,0.894389684979,0.0,1.0,0.001122879311,0.990723954122,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.12,0.8,0.981557084721,0.66996646526,diffusive,0,incoherence_triggered,0.083196184573,0.039952307163,0.917553583494,0.084546683501,0.0,0.896643356773,0.0,1.0,0.001122879311,0.988296906357,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.14,0.8,0.974915808081,0.65236827738,diffusive,0,incoherence_triggered,0.083299093521,0.041238669012,0.913239985321,0.088059866113,0.0,0.899002823843,0.0,1.0,0.001122879311,0.985684489462,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,phase_randomization_window,0.16,0.8,0.967269241183,0.633572097519,diffusive,0,incoherence_triggered,0.083407194004,0.04258992505,0.908594044711,0.09179721432,0.0,0.901460097289,0.0,1.0,0.001122879311,0.982889305567,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,boundary_leakage_probe,0.0,0.8,1.0,1.0,persistent,1,survives,0.08268941,0.033617625,0.936313940059,0.068191384751,0.0,0.884963184756,0.0,1.0,0.001122879311,1.0,0.0
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,boundary_leakage_probe,0.2,0.8,0.999995358467,0.980660788614,persistent,1,survives,0.08262735429,0.032841928625,0.936524219962,0.067712756519,0.0,0.885273999377,0.0,1.0,0.001122879311,0.999887727555,0.000140348435
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,boundary_leakage_probe,0.4,0.8,0.999983728327,0.969303041691,persistent,1,survives,0.082577220488,0.0322152561,0.936696528838,0.067320835451,0.0,0.885545574352,0.0,1.0,0.001122879311,0.999795756766,0.000255330118
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,boundary_leakage_probe,0.8,0.8,0.999949401303,0.958061309814,persistent,1,survives,0.082502745059,0.031284313238,0.936958043535,0.066726543018,0.0,0.885991429967,0.0,1.0,0.001122879311,0.99965622035,0.000429798445
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,boundary_leakage_probe,1.2,0.8,0.999910110873,0.952418272649,persistent,1,survives,0.082451448969,0.030643112112,0.937143645564,0.066305203327,0.0,0.886334930482,0.0,1.0,0.001122879311,0.999557224123,0.000553592413
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,boundary_leakage_probe,1.6,0.8,0.999871947338,0.948126780063,persistent,1,survives,0.082414775875,0.030184698438,0.937280259111,0.065995348155,0.0,0.886601504591,0.0,1.0,0.001122879311,0.999484376064,0.000644696144
frozen_branch,n60,60,0.016666666667,low_mode_localized_wavepacket,boundary_leakage_probe,2.0,0.8,0.999837416935,0.944220192897,persistent,1,survives,0.082387599698,0.029844996225,0.937384267908,0.065759625276,0.0,0.88681007107,0.0,1.0,0.001122879311,0.999428924949,0.000714047721
