case_id,split,graph_family,graph_seed,n_nodes,perturbation,severity,affected_nodes,recovery_time,final_residual_error,post_recovery_similarity,recovered_label,recovery_quality,affected_betweenness,affected_closeness,affected_degree,affected_eigenvector,affected_pagerank,algebraic_connectivity,domain_diffusion_early_probe,graph_density,graph_n_nodes,haos_causal_depth_proxy,haos_distance_surrogate_proxy,haos_invariant_overlap,haos_persistence_proxy,haos_recovery_score_proxy,haos_temporal_order_stability,shortest_path_to_perturbation
pb01_case_87a5493ba4c97eda924a8023,development,erdos_renyi,105,24,edge_removal,0.280000,2 3 4 5 6 10 11 12 16 17 18 19 20 21 22 23,0,0.066741814456,0.953179252355,1,0.878651246444,0.354614354417,0.853728037323,0.688069674841,0.728515169590,0.691024440161,0.664153916585,0.953566148513,0.206521739130,24.000000000000,0.727272727273,0.986637982093,1.000000000000,0.222552106482,0.953566148513,0.000000000000,0.355555555556
pb01_case_bd206ddd32569a370655afc4,development,erdos_renyi,105,24,weight_degradation,0.160000,0 1 2,0,0.003428877879,0.999874171674,1,0.993765676583,0.381729266857,0.790362598272,0.540035679992,0.520040499036,0.592214160549,0.664153916585,0.987295818257,0.206521739130,24.000000000000,0.400000000000,0.941937523138,1.000000000000,0.948298384962,0.987295818257,1.000000000000,0.600000000000
pb01_case_79f06310d8a13b5f94d21c70,development,erdos_renyi,105,24,weight_degradation,0.280000,7 14 15 16,0,0.009336488239,0.999066119016,1,0.983024566838,0.329670664150,0.813081798376,0.564765334052,0.548958830494,0.595900288515,0.664153916585,0.987751138540,0.206521739130,24.000000000000,0.436363636364,0.950847225884,1.000000000000,0.987842255877,0.987751138540,1.000000000000,0.400000000000
pb01_case_67c23bd292be280cfa354510,development,erdos_renyi,105,24,localized_state_shock,0.160000,9 11 18 19,0,0.000050619593,0.999999972142,1,0.999907964377,0.469212272478,0.885555504489,0.706677251793,0.681033578224,0.716073508574,0.664153916585,0.983919246690,0.206521739130,24.000000000000,0.470588235294,0.957438954542,0.992881588374,1.000000000000,0.983919246690,1.000000000000,0.333333333333
pb01_case_be3729c730b19479f4f03ce7,development,erdos_renyi,105,24,localized_state_shock,0.280000,3 6 8 9,0,0.000063613637,0.999999956045,1,0.999884338842,0.339547695867,0.832098626370,0.604548898446,0.606957861560,0.627444951175,0.664153916585,0.977991497219,0.206521739130,24.000000000000,0.452830188679,0.953611641827,0.980661566257,1.000000000000,0.977991497219,1.000000000000,0.333333333333
pb01_case_646d73036ed40a5d4fe7fa31,development,erdos_renyi,106,24,node_removal,0.160000,20,0,0.051333254383,0.971954547465,1,0.906666810212,0.245125997167,0.840909090909,0.702789756945,0.746020229652,0.719440399219,0.965547703988,0.950930213370,0.221014492754,24.000000000000,0.352941176471,0.932798184472,0.979013456049,0.000000000000,0.950930213370,1.000000000000,0.500000000000
pb01_case_9614888d9b93f8fbf06b2a2d,development,erdos_renyi,106,24,node_removal,0.280000,17,0,0.061894285908,0.959296657322,1,0.887464934712,0.225937523298,0.840909090909,0.844071337505,0.882037082390,0.847845867513,0.965547703988,0.942451366657,0.221014492754,24.000000000000,0.352941176471,0.932128972851,0.969093298239,0.000000000000,0.942451366657,1.000000000000,0.500000000000
pb01_case_f6dd70cc0e7277d7980b6ccd,development,erdos_renyi,106,24,edge_removal,0.160000,0 1 2 4 5 8 9 11 15 17 18 19 20 21 22,0,0.043310986363,0.979788296515,1,0.921252752067,0.311288799423,0.824104550888,0.666392894955,0.603811820911,0.709729468166,0.965547703988,0.962752535437,0.221014492754,24.000000000000,0.727272727273,0.986300622384,1.000000000000,0.460500514601,0.962752535437,0.333333333333,0.357142857143
pb01_case_90e27961675ba819958ee493,development,erdos_renyi,106,24,edge_removal,0.280000,0 2 3 6 7 8 9 10 11 12 13 14 15 16 17 18 19 22,0,0.058837834747,0.963494030900,1,0.893022118643,0.290565951771,0.797971257971,0.626783070143,0.550471828148,0.677679607652,0.965547703988,0.955635433555,0.221014492754,24.000000000000,0.800000000000,0.989697256106,1.000000000000,0.260379906913,0.955635433555,0.333333333333,0.339622641509
pb01_case_46419e6ba20d22c1041ee1a5,development,erdos_renyi,106,24,weight_degradation,0.160000,0 16 18 19 20 21 22,0,0.007549129751,0.999377705446,1,0.986274309543,0.399724148214,0.857022678340,0.746628958383,0.717510196037,0.772288562325,0.965547703988,0.986184011663,0.221014492754,24.000000000000,0.533333333333,0.968844389515,1.000000000000,0.998924458059,0.986184011663,1.000000000000,0.411764705882
