hierarchy_label,n_side,mean_front_distance,mean_connectivity_noise,baseline_direction_mismatch_rate,normalized_noise_mismatch_rate,mismatch_rate,branch_control_mismatch_gap
frozen_branch,60,0.766666666667,0.063533834586,0.000000000000,0.035130761687,0.035130761687,-0.000745571302
frozen_branch,72,0.766666666667,0.063684210527,0.000000000000,0.035886189834,0.035886189834,-0.006703095880
frozen_branch,84,0.700000000000,0.063166666667,0.000000000000,0.036701388889,0.036701388889,0.004112103175
periodic_diagonal_augmented_control,60,0.466666666667,0.055289473684,0.000000000000,0.035876332989,0.035876332989,0.000745571302
periodic_diagonal_augmented_control,72,0.666666666666,0.070595238095,0.000000000000,0.042589285714,0.042589285714,0.006703095880
periodic_diagonal_augmented_control,84,0.933333333333,0.063595238095,0.000000000000,0.032589285714,0.032589285714,-0.004112103175
