feature_id,haos_loss_score,max_abs_change,mean_abs_change,trajectory_total_variation
EDS1,1.2365540137479725,1.6709999999999998,0.7487999999999999,3.5149999999999997
RPS11B,1.580161309466861,2.043,1.1806,3.2750000000000004
DEG1,1.8093152413047402,2.27,1.2432,3.752
PHO4,1.0984870564024902,1.353,0.707,3.204
YLR031W,1.1397300614478099,1.416,0.7032,2.748
YLR177W,1.0658135758728855,1.695,0.6332000000000001,3.587
NEW1,2.2777360591295377,3.482,1.53,6.416
SPC24,0.6941445776920483,1.6629999999999998,0.434,4.154999999999999
YER066C-A,0.5743555367821498,0.9801072423398326,0.5088,3.0981072423398324
YAL058C-A,0.8384008522576564,1.2021072423398325,0.5107309538434583,3.888452473122541
YEL076W-C,1.382859376467825,2.144,1.016511943092475,3.8594402845376266
QCR10,0.433498893138649,1.9801072423398325,0.6186,4.166107242339832
MEI4,1.1952818281418673,1.51,0.795,3.395
QCR10,0.8847862835232314,1.338,0.6422,3.069
VRP1,0.9913275269932647,1.81,0.8798,2.5520000000000005
HXT6,3.3694007548842784,4.769,2.2787999999999995,8.892999999999999
MDN1,2.0575302521690135,2.765,1.5506000000000002,4.439
MCD4,1.049856987048923,1.238,0.7174,2.9459999999999997
YPL102C,1.3620098651622072,1.635,0.9384,2.689
POC4,1.453078283425329,1.879,0.9556000000000001,3.467
ENA1,1.2959209489619836,1.613,0.9254,2.681
ADE1,1.2238314312077292,1.681,0.7712000000000001,3.4690000000000003
IST2,1.611488863619801,1.915,1.2132,2.7359999999999998
SMM1,0.5489567497141044,2.3021072423398325,0.5798073240844894,4.869965998505062
SMC5,1.120924566765699,2.0198927576601675,0.6232836566589237,4.104408470636525
PRE6,0.9669716795094858,1.467,0.6789101106827509,3.860898893172491
RPS15,0.6727271911434589,2.7671072423398324,0.9911571030640669,7.064892757660167
VPS68,0.7976950838529272,1.441,0.6466000000000001,4.805
MED7,2.463664275545109,4.0920000000000005,1.6618000000000002,6.829000000000001
BSC6,1.264479826849652,1.708,0.9582,4.03
CKA2,0.6088965409057736,1.3591072423398325,0.6311571030640669,4.872892757660168
CYT1,0.6942844095290537,1.1589999999999998,0.517,4.181
ALG8,1.4002729457447742,2.378,0.9186,4.478
VPS5,0.9193028197951139,1.0198927576601675,0.6098880569075253,6.069333042197794
SME1,1.459589615271599,1.86,1.149,2.939
PNS1,1.9421524641677193,2.662,1.3264,4.837
OSW1,1.5277296367631021,1.851,1.093,3.343
PYK2,1.3329798651633646,2.279,0.9349999999999999,3.8179999999999996
GDS1,1.2924788816276624,1.7229999999999999,0.8198000000000001,3.097
PXA1,0.6339587801136986,1.483,0.6146,3.8890000000000002
ATG5,0.6807137738815455,1.392,0.5258,2.796
CIN2,1.2797724025468789,1.795,0.9046000000000001,3.1689999999999996
YPL245W,1.6563279333252012,2.488,1.1138000000000001,4.435
YPL247C,0.6812594821145392,1.231,0.5742,3.556
GYP5,2.0168508606624065,2.324,1.5592000000000001,3.458
YPL251W,2.074919624433777,2.6310000000000002,1.33,4.706
PIN3,1.9517860669112888,2.636,1.2094,4.856999999999999
CUR1,1.125660571609919,1.5310000000000001,0.7308000000000001,3.6940000000000004
DRS2,1.7933036061092253,3.0170000000000003,1.4346,4.766
YAL028AW,1.2320294903937445,2.1029999999999998,0.8888,4.228000000000001
POP5,0.5528975491397973,1.369,0.5432,3.9709999999999996
FUN19,1.132441894200153,1.745,0.8282,2.895
ACH1,1.6003416258913363,2.387,1.1583999999999999,3.956
UGA2,2.1827346696460435,2.918,1.6876000000000002,4.183
YBR089W,1.2891020565412727,1.643,0.8360000000000001,3.646
YBR096W,0.9232078542104782,1.698,0.7892,2.622
YPC1,1.7558608591380773,2.326,1.2686000000000002,3.962
GDT1,0.6454033175922654,1.6048927576601675,0.41784515997159233,4.069333042197794
RPS9B,1.741399837610766,2.613,1.2588000000000001,4.159
RPL21A,1.2515972600274994,1.85,0.9551999999999999,2.9040000000000004
YBR285W,3.163051222453009,4.252,2.2018,7.565
YBR287W,1.4607575851647199,1.751,1.0159999999999998,3.029
YCLX03C,1.1947774314118216,1.485,0.8474,2.6800000000000006
YCR087W,1.6371953747419261,2.528,1.301,3.992
KIN82,1.9551292987112299,2.77,1.3344,4.837
YDL050C,1.0670445583462005,1.899,0.7096,3.533
MCH1,1.2633705665620503,1.678,1.0226,2.263
USO1,0.6191353179348132,1.6048927576601675,0.4130854890686475,3.6718487551741514
TSR1,0.9214775946176179,1.8980000000000001,0.5386,4.213
LDB17,1.425860362589831,1.832,0.9907999999999999,3.255
NOP14,1.5615187382009956,2.508,1.0782,4.07
RPC53,1.0870898454516642,2.04,0.593,4.178
GIS1,1.8120888027398765,2.34,1.1686,4.433
MRX10,0.9991600481175225,1.5430000000000001,0.7594000000000001,2.495
YDR290W,1.2956860639371066,1.4889999999999999,0.9282,2.517
ARO10,3.9165365572361184,5.715999999999999,2.8648,9.469999999999999
RPP2B,0.9834260528919574,1.869,0.8018000000000001,3.224
RIP1,1.606462246665199,2.116,1.2224,3.2619999999999996
SNU13,1.4354317149175473,2.281,0.9962,4.191
YER0441C,1.4303600961648768,2.588,0.9902,4.259
TPA1,1.5228911098130875,2.466,0.9356,4.901
LAM5,1.3226691088749587,1.92,0.975,3.097
MPO1,1.225867668808059,1.6320000000000001,0.9969999999999999,2.1390000000000002
VPS73,1.6604651828679111,2.29,1.2403999999999997,3.77
SIP2,1.8001755831217867,2.144,1.3458,3.1660000000000004
YGR035C,1.0221783623690097,1.33,0.8538,3.484
NQM1,3.0348898381290104,4.286,2.3684,6.627
FHN1,1.6563728079653295,2.013,1.286,2.859
YGR137W,1.7022905048736643,2.312,1.2314,3.8489999999999998
YGR139W,1.2534440013445398,1.6099999999999999,0.9456000000000001,3.1629999999999994
AMA1,1.527489765337253,1.751,1.1218,2.6990000000000003
RPL8A,1.4268873208973452,2.66,1.1518000000000002,4.612
VMR1,1.1349043270709465,2.019,0.775,3.6460000000000004
TRM5,1.3159153323500032,2.075,0.8662000000000001,3.6970000000000005
ERG7,1.0839527433260039,1.6400000000000001,0.6708000000000001,3.1180000000000003
NMD3,2.3816181963477323,4.149,1.5764,7.882999999999999
PIG2,1.5438733805379639,1.657,1.0758,2.841
YJL015C,1.0476183228009919,1.758,0.851,2.8520000000000003
BBC1,1.3353739291846796,1.9060000000000001,1.0333999999999999,2.9400000000000004
NCA3,1.334687857235429,2.3449999999999998,1.2642,2.771
YJL118W,1.4555233447855151,1.792,1.136,2.515
NUC1,1.3142307961064232,2.159,0.7933999999999999,4.169
MAK11,1.768199192935552,2.434,1.2886000000000002,3.8280000000000003
YKL202W,1.6940848493072425,2.189,1.2708,3.165
YKR075C,0.7120068424497767,1.263,0.51,4.752999999999999
TRZ1,1.433026187750238,2.5060000000000002,0.7964,4.904000000000001
RPF2,2.094428041833843,3.222,1.4356000000000002,5.467
NOC3,2.27690366801675,3.875,1.5317999999999998,6.8020000000000005
PWP1,2.9275131167015447,5.005,1.9495999999999998,8.929
YLR198C,2.0422616062583185,3.408,1.447,5.986
RPS29A,1.2862900651303906,1.899,1.0050000000000001,2.911
NDI1,1.7789143750399727,2.3129999999999997,1.2708,3.8599999999999994
PGA3,0.7785526355930481,1.532,0.4438,3.17
YML131W,1.3563245134903223,1.986,0.9094,4.837
YPK2,2.1003343340473357,2.582,1.4344,4.717
YMR310C,1.850416444982503,3.0669999999999997,1.145,5.679
DIA1,1.5160420375866945,2.603,1.0412000000000001,5.929
APJ1,1.444853594166485,1.9100000000000001,1.0568000000000002,4.291
MDG1,1.7399235659688805,2.3819999999999997,1.2925999999999997,3.9479999999999995
NOP13,2.138471133364055,3.669,1.5231999999999999,6.286
SOL1,1.6436959192720546,2.031,1.1222,3.745
MRPS12,1.57168980363129,1.8379999999999999,1.1938,3.604
LDS2,2.602474563444719,2.966,1.8680000000000003,4.718
YOL053C,4.661989576073963,6.045999999999999,3.3598,10.011999999999999
YOL150C,1.9127240764787383,2.5549999999999997,1.2391999999999999,4.746
BUD21,1.2629495091020408,1.659,0.9129999999999999,2.697
YOR268C,1.3941336152143213,1.591,0.9202,3.1820000000000004
YTM1,1.8046826405442555,2.911,1.3156,4.846
YPL062W,0.9865466022592537,1.48,0.6968,3.921
YPL068C,0.7365326824571534,1.399,0.47519999999999996,2.9960000000000004
ATG29,2.2443436208825025,2.932,1.5543999999999998,5.196
YAH1,1.1315182598047737,2.098,0.6304000000000001,4.21
CLN2,1.327446207682649,2.144,0.8535999999999999,4.772
TIF3,1.9346184669522333,2.941,1.4242000000000001,4.895
YLR280C,1.0145355330678711,1.471,0.6894,3.267
FAS2,0.6919165950621275,1.62,0.3748000000000001,3.365
GYP5,1.1584874093629094,1.738,0.8550000000000001,2.78
TIF6,1.4818760143780851,2.077,1.0517999999999998,3.226
RPL6A,1.5948354879434505,2.333,1.2288000000000001,3.4390000000000005
PMC1,1.3137522239454968,1.452,0.8915999999999998,2.5909999999999997
IMD4,2.0263823199547923,3.197,1.4102000000000001,5.568
RPA135,1.4209167996027667,2.527,0.9414,4.759
MCX1,1.6496791734771699,2.1399999999999997,1.0976000000000001,4.0
PPG1,3.1817757717037067,4.163,2.2058,7.147
MRPS12,1.4666890247191986,1.722,1.0466,2.9309999999999996
PSK2,1.9510221035293087,2.613,1.4484,4.022
LDS2,0.9889330252125161,1.897,0.6476,3.901
GSH2,1.791343971481687,2.844,1.466,3.665
GAL11,0.7277301270402122,1.2418927576601675,0.48924289693593304,3.2038927576601677
YOL053C,0.8394129845766872,1.729,0.6804,5.072
ARG8,1.1728606062014968,2.7871072423398324,1.2066428969359329,4.996892757660167
RRP40,0.7072741354855168,1.457,0.5203955997513985,3.8360000000000003
SPT20,0.716541350952951,1.7858927576601675,0.793889889317249,6.061892757660168
YOL150C,1.112615778214996,1.6801072423398327,0.6756,5.682892757660167
GYP1,0.8009603437005547,1.9801072423398325,0.41532655359485676,3.9704524731225415
YOR072W,0.5572343281399342,1.5651072423398324,0.4663309538434583,3.140452473122541
CDC21,0.39145523183408715,2.3021072423398325,0.6758972134017386,4.456864891677553
SKI7,1.6476337342090575,3.2418927576601675,1.433757103064067,9.885892757660168
DIA2,0.669047235544289,1.5651072423398324,0.4126458207718208,3.499010000991077
YOR268C,1.1636524964045742,1.5010000000000001,0.7868000000000002,3.253
YTM1,1.623491859565764,2.697,1.2033999999999998,4.3709999999999996
YPL062W,0.864565670100629,1.2570000000000001,0.6849999999999999,3.7620000000000005
MLH3,1.3665489205580923,1.6920000000000002,0.9486000000000001,2.727
ATG29,2.11598620814822,2.722,1.4146,5.006
CLN2,1.536971167686969,2.382,0.9468000000000002,5.038
TIF3,1.9447321260898076,3.02,1.4598,4.822
RBG1,1.191204949137675,2.036,0.7569999999999999,4.071
GCV3,0.7530413553264348,1.381,0.7616,2.2159999999999997
RPL19B,2.026406507297503,2.841,1.541,4.335000000000001
POL12,0.9903770460025128,1.533,0.6666000000000001,3.225
HHT1,0.9102713259884405,2.111,0.7932,4.486000000000001
YMC2,1.2355051119992222,1.75,0.938,2.823
PHO88,1.277747484058405,1.763,0.8771999999999999,3.0489999999999995
COS111,1.4633925599850592,2.008,0.9042,3.8920000000000003
MAL33,1.290150634999668,2.214,0.8385999999999999,4.874
CIT2,0.9481874583335012,1.294,0.6894,3.091
YCR102C,0.38946411597343267,1.324,0.5212,1.598
YDL062W,1.7099280626491495,2.617,1.1663999999999999,4.9079999999999995
YET3,0.8964535862797562,1.515,0.7076,2.529
RPL4B,1.181144121364596,1.703,0.9128000000000001,2.688
COQ4,1.3946822184046113,1.96,1.059,3.0970000000000004
PRO1,1.6209155854251833,2.845,1.1186,5.0360000000000005
UTP5,2.5743900159349034,4.231,1.6987999999999999,7.816
IZH1,2.161937310939945,3.2350000000000003,1.5144,5.658000000000001
PUF6,2.852416484955442,4.315,2.0156,7.245000000000001
GDA1,1.2861009323644876,1.54,0.883,3.265
PIC2,1.6350305421787685,2.057,1.1178,3.747
FCY2,2.2470677866766335,3.654,1.4082,6.854000000000001
FCY21,0.9098860652369624,1.608,0.5671999999999999,3.422
GPP2,2.111825006224305,2.694,1.6341999999999999,3.669
ZNF1,0.7399941405714663,1.2730000000000001,0.6060000000000001,3.053
YFL054C,1.899063903564306,2.6559999999999997,1.2591999999999999,4.933
SCW11,0.944409298175139,1.559,0.5342,3.073
RPL30,1.3959838607432964,2.008,1.1274,2.891
PRP43,1.8474676587256091,2.842,1.3576000000000001,4.802
SCM4,0.597174335009023,2.3021072423398325,0.6682458207718208,4.192010000991077
YGR051C,1.4213351950253006,2.3,1.1245926759155105,3.900926759155106
VPS62,1.7500672241612256,2.245,1.1631999999999998,3.726
ENP2,2.172094381434545,3.761,1.469,6.839999999999999
YGR149W,1.2223633008264536,1.8900000000000001,0.9532,3.148
YGR237C,1.1854466509831627,1.807,0.7687999999999999,3.314
MPC3,3.298080090372329,4.163,2.0463999999999998,8.487
SDA1,2.184569949758565,3.268,1.6164,5.593
YHL037C,1.1556440674214077,1.502,0.6794,2.8320000000000003
EFM1,1.2124682740168131,2.017,0.8517999999999999,3.6399999999999997
LRP1,1.1248069612163576,1.626,0.9561999999999999,1.935
RTC3,4.0983371258289525,5.452999999999999,2.7051999999999996,10.161999999999999
GAR1,2.7643720098835165,4.229,2.0056000000000003,6.799
RRN7,0.772689457406831,1.109,0.523,3.0840000000000005
HCA4,0.9951611947934724,2.215,0.8785999999999999,3.655
ALB1,2.453721171405513,3.2279999999999998,1.6402,5.963
URA2,0.7992510324097725,1.231,0.607,4.723000000000001
YJL132W,1.9763927569794004,2.2359999999999998,1.5084,3.0559999999999996
MPP10,1.8671856957110395,2.9979999999999998,1.3459999999999999,4.975
YJR096W,1.5221492340223042,2.1,1.1542,3.3550000000000004
MAE1,1.5576244088956888,2.821,1.1507999999999998,7.116999999999999
URA1,2.2051462331636893,3.573,1.5968,6.802999999999999
MRPL20,0.6528872838244199,1.404,0.4282,3.1799999999999997
SRL3,1.737461290769907,2.6100000000000003,1.3696,4.148
MLP1,0.7309879213433588,1.415,0.531,4.385
EXG1,1.1096418652864217,1.381,0.7316,3.169
ACO1,1.0351332167469691,2.749,0.9532,5.074
YLR400W,1.517682123246018,2.832,1.1066,7.164
PLB1,1.606348717633661,2.0,1.2904,2.565
HFD1,1.1895770659634675,1.8090000000000002,0.8512000000000002,3.431
GUA1,2.176258619901347,3.875,1.7096,6.851999999999999
YPT53,0.743782751042848,0.8,0.5718000000000001,2.357
YNL195C,2.2232315927663935,2.974,1.4507999999999999,6.317
DBP6,1.2808262152333372,2.276,0.8131999999999999,4.187
TRM112,1.1096547577121862,1.8479999999999999,0.7325999999999999,3.42
FRE7,0.8599575857534822,1.155,0.7506,4.473000000000001
ENB1,0.6720208612924521,0.74,0.5202,2.295
YOL160W,0.7121472028827233,1.493,0.39991194309247474,3.9004402845376265
GAC1,2.2670318373670604,3.1369999999999996,1.408,5.998
RPS30B,1.117108825549404,1.704,0.8315999999999999,2.826
CAF20,1.0714758613630102,1.613,0.8774000000000001,2.284
ALD4,4.410301584036738,5.997,3.1923999999999997,9.789
YOR376W,1.0004071558116743,1.505,0.751,4.092
YPL080C,1.2348925470838505,2.321,0.8112,5.302
MOT1,1.1993463483209261,2.2079999999999997,0.8949999999999999,5.757000000000001
DIM1,2.2845958452624107,3.7030000000000003,1.5506,6.544
ECM16,1.3724586328930761,2.1510000000000002,0.9314,4.23
GPH1,4.40125163255966,6.253,3.0995999999999997,11.114
ADE17,1.2218109350904296,2.464,1.2664,2.6679999999999993
ESP1,0.9393934939328121,1.9819999999999998,0.6996,6.757999999999999
VMR1,2.7750022976433213,3.3609999999999998,2.0637999999999996,4.805
MIP6,0.9615758701170074,1.419,0.5578,5.3950000000000005
YMR031W-A,1.0480867919273238,1.6549999999999998,0.6918,3.8969999999999994
RPL13B,1.637911379752744,2.455,1.346,3.536
GID7,1.4841895861062482,2.027,0.9480000000000001,3.843
DBP6,2.238583628577939,2.443,1.6463999999999999,3.516
YNR042W,1.4206312991213879,1.7029999999999998,0.8774000000000001,3.2809999999999997
ARG1,0.8592750647650191,1.4751072423398326,0.7656,6.1808927576601675
MET22,0.9510732439218639,1.4000000000000001,0.5267999999999999,2.7220000000000004
RIB2,2.177892728264579,2.6,1.5444,3.863
HXT11,0.6877648851030124,2.8541072423398326,0.8142384966873315,5.099936760146184
ENB1,1.6264843007960061,1.904,1.2270880569075253,3.8084402845376264
YOL160W,0.9179533506586167,1.9801072423398325,0.6884384966873315,5.300936760146183
YOR082C,1.0205980720763634,2.507,1.0281145109313525,2.6409559975139842
TCB1,1.154211439081628,2.207,0.6795882756669089,4.284
PTC5,2.007516937537506,2.507,1.5456073240844899,6.105073240844895
GAC1,2.0505171769312627,2.984,1.2446000000000002,5.6819999999999995
YOR186W,0.8682302584261519,1.578,0.6052,4.2090000000000005
CAF20,1.1096410493008848,1.5910000000000002,0.9298,2.056
YOR282W,0.7124689548032422,1.145,0.4574,3.274
ALD4,4.347314964603358,5.806,3.1424,9.458
YOR376W,1.0542243448707218,1.918,0.7102,3.354
YPL080C,1.1007894648209273,1.768,0.6352,5.3260000000000005
MOT1,1.1450822279919513,2.2070000000000003,0.9768000000000001,8.631
YPL264C,1.7454322750140958,1.9449999999999998,1.2753999999999999,2.854
DIM1,2.170831533221767,3.63,1.5333999999999999,6.258000000000001
DPM1,0.48060888786785705,2.207,0.5721999999999999,4.353999999999999
FUN12,1.0956499610197001,1.5730000000000002,0.8304,2.534
POP8,1.2353094130601767,1.924,0.9068000000000002,3.5500000000000003
NCL1,2.1320937029886755,3.0140000000000002,1.4732,6.8469999999999995
NTH2,1.1519549594361804,1.792,0.8770000000000001,2.805
COQ1,0.5966802168612592,1.174,0.5362,3.314
PHO5,1.676068935487417,2.433,1.1805999999999999,4.584999999999999
SAF1,1.3946094125070072,2.0460000000000003,0.9178000000000001,4.127000000000001
YCLX02C,1.3575529229876766,2.13,1.0759999999999998,4.409
LHP1,1.5908552937747724,2.351,1.174,3.9979999999999998
PSA1,1.0395556101749017,1.718,0.6494000000000001,3.633
RPS29B,1.2223010455265748,1.9809999999999999,0.9882,3.1029999999999998
SAS10,2.4159226263595537,3.659,1.8056,6.093999999999999
AAD4,1.3484630962300155,1.8359999999999999,1.1443999999999999,2.274
NTH1,1.98001495944035,2.815,1.4582,4.737
RLI1,2.223288089653943,3.599,1.4769999999999999,6.444
MSH6,1.2553647737276687,2.253,0.9170000000000001,4.598
ARX1,3.1293104662347413,4.154,2.1816,7.071
EFT2,1.3570214562231113,1.8689999999999998,1.0033999999999998,3.1899999999999995
SAH1,1.1781990109429423,1.5590000000000002,0.8616000000000001,2.681
SEC53,1.426627204455563,1.92,1.0053999999999998,3.5829999999999997
YGL015C,0.9103695111632387,1.81,0.6434,3.09
NSA1,2.105138850894394,3.123,1.4696000000000002,5.461
RPL26B,2.0325267916110206,2.9290000000000003,1.466,4.844
YGR130C,1.4961749208702857,2.273,1.0211999999999999,3.967
CBF2,1.013342108323261,1.842,1.0164000000000002,3.4
BNS1,0.461000218743433,2.355,0.6279999999999999,3.4650000000000003
YHB1,1.8674507640894458,4.074999999999999,1.8653999999999997,5.336999999999999
DBP8,2.224511282906686,3.367,1.5172,6.0089999999999995
MET30,0.6490188050576049,1.0830000000000002,0.548,2.443
RPL34B,1.7822071876145025,2.517,1.4482,3.5259999999999994
BBC1,0.8369424317796152,1.342,0.49400000000000005,3.981
CCT7,1.3097311231987094,1.6139999999999999,0.8803999999999998,3.554
YJL113W,0.6487619290869286,1.7320000000000002,0.6552000000000001,2.8000000000000003
RPE1,1.0690315983261345,1.445,0.7678,2.5980000000000003
LAA1,1.224078640499663,1.72,0.9652,2.2760000000000002
REE1,0.9696682045386296,1.92,0.8462,3.592
URB1,1.3561522610518206,1.8940000000000001,1.0038,3.2590000000000003
HAP4,1.3653827719999074,1.815,0.8532,3.7
RAD27,1.0771635606009813,1.763,0.8373999999999999,3.024
MTD1,0.735394267668269,1.056,0.5558,2.882
CMS1,2.4919497939200506,3.464,1.7880000000000003,5.753
NSE1,1.3953292590824133,1.6680000000000001,0.9274000000000001,2.894
CDC45,0.9777612727428286,1.474,0.6422,2.972
UPS1,0.38965407727029056,1.6179999999999999,0.4946,2.546
NOP56,3.027739364808375,4.69,2.1630000000000003,7.929000000000001
YLR287C,1.3389677406601879,2.24,0.9405999999999999,3.7680000000000002
CTF3,1.2281340288581561,1.839,1.1126,2.3099999999999996
SWC7,1.176670397096509,1.8519999999999999,0.8677999999999999,3.4530000000000003
YML018C,1.9390813584081257,2.524,1.2314,4.471000000000001
APT1,1.7110314858470501,2.322,1.2470000000000003,3.795
PHO84,2.9407090443128903,3.6420000000000003,1.8432000000000002,6.761000000000001
MSC1,2.253144057389761,3.596,1.5424,7.119999999999999
ERO1,1.2270810864293005,1.98,0.7159999999999999,3.7399999999999998
PGM2,4.067422092386105,5.557,2.8582,10.05
YMR206W,0.6895302284902299,1.915,0.7582,4.039
GAS1,1.0235807905507623,1.657,0.6466000000000001,3.447
NIP1,2.1643342014834355,3.024,1.455,5.194
YMR315W,1.30778082202633,2.2169999999999996,1.0664,3.5089999999999995
TOP2,0.6109743605425981,1.977,0.6317999999999999,4.7620000000000005
YNL174W,2.4461963678522336,3.7960000000000003,1.8400000000000003,6.548
RPS3,1.9305044311780528,3.2489999999999997,1.6309999999999998,4.844
IPI3,2.5908783962744875,3.6879999999999997,1.8012000000000001,6.55
GOR1,1.2936933149108567,2.3040000000000003,0.8808,5.135
YOL050C,0.6060297680937294,1.579,0.6538,3.1470000000000002
AIM39,0.7247806980752309,1.457,0.48319999999999996,3.317
PPM2,1.824724632026276,2.7489999999999997,1.2806,4.931
GRE2,1.773849179295789,2.622,1.0828000000000002,5.209
YOR169C,1.0966763970480051,1.7429999999999999,0.78,2.999
DCS2,2.2934776476146626,2.922,1.5208000000000002,4.784
HRK1,1.332522366702551,1.7069999999999999,1.0474,3.461
FSF1,1.3533918317861309,1.9809999999999999,0.9319999999999998,3.335
TPO4,2.875812657514926,3.429,1.8099999999999998,6.397
PRT1,1.6239550813191563,2.085,1.2917999999999998,2.896
YOR365C,1.2988283736134192,1.7149999999999999,0.9901101106827509,3.2448988931724907
RPS12,1.3449377027707892,2.169,1.081,3.4599999999999995
ALD6,0.9986119761023295,1.734,0.7018000000000001,4.029
SVS1,1.3239861055604905,2.352,0.8271999999999998,4.72
SET6,1.672818084278155,2.612,1.0436,5.273000000000001
YPL257W,0.6598049663554258,2.864,0.8086,4.834
KEL3,1.1859180917838785,1.94,0.9075999999999999,3.465
HOS1,2.188523298015962,2.7600000000000002,1.8304000000000002,3.338
MED1,0.8368164630609163,1.1740000000000002,0.737,4.927
TIF5,1.463561358991481,1.983,0.9550000000000001,3.595
YAR075W,1.3713645692460932,2.075,1.1122,3.0889999999999995
RPL41B,0.8671107565684129,1.879,0.9527999999999999,1.879
FMN1,0.633604975303561,2.5,0.7449999999999999,3.966
GIM5,1.1630976004648212,1.77,0.8824,2.728
PYC1,1.5643061304099946,2.451,1.402,2.89
RPS17A,1.4463384764840437,1.975,1.1314,2.9290000000000003
RPS18B,1.6690240898393913,2.109,1.3379999999999999,2.759
PTR2,0.6989079164467649,1.42,0.6901999999999999,3.6980000000000004
UBI4,2.6683134065846157,3.96,1.918,7.007
SAM4,1.4978247863670822,1.9100000000000001,1.1804000000000001,2.688
CSR2,0.7746174483267148,1.287,0.542,4.039
YPR136C,2.161569484100809,2.834,1.4758,6.236
SNF5,0.8551800193540608,1.494,0.6018,3.056
YOL050C,2.2169840117428734,3.5071072423398326,1.7116813936232642,10.291151244825848
SPE2,0.9622546296191259,1.9801072423398325,0.6082953809920146,6.053406283042688
THI20,0.8033890531824581,2.0198927576601675,0.5414898893172491,5.055791650832658
PPM2,1.3135979824730195,3.3,1.2491926759155105,6.218
CTR9,0.8880333655673684,2.1069999999999998,1.011489889317249,3.507
YOR169C,1.1483883990523918,1.811,0.7794000000000001,3.2089999999999996
DCS2,0.6885515944290042,1.0330000000000001,0.5454,5.03
HRK1,1.7125890527466465,2.778,1.4248,5.298
FSF1,0.9263079609388574,1.653,0.5913999999999999,3.338
TPO4,3.015465232997763,3.717,1.8852,7.0360000000000005
PRT1,1.1597804813147357,1.789,0.8353999999999999,2.9899999999999998
RPS12,1.1461916983457725,2.286,1.0748000000000002,3.177
ALD6,1.1590849664509555,1.823,0.8380000000000001,4.447
SVS1,1.6144652122729914,2.9450000000000003,1.0328,5.726000000000001
SET6,0.7912737960339495,1.19,0.5428,2.958
YPL257W,0.4843880319123018,3.4659999999999997,0.8228,4.02
KEL3,0.9587901920909682,1.571,0.7278,2.821
HOS1,1.8159456921605015,2.677,1.5170000000000001,5.063000000000001
MED1,1.5824137171392745,3.052,1.1460000000000001,6.495000000000001
YBL028C,2.6351310200177234,3.76,1.9462,6.234
HHF1,0.9191984717756331,2.394,0.8348000000000001,4.538
FES1,1.560223079876387,1.847,1.0752000000000002,4.705
LDH1,0.5696476301167737,1.4169999999999998,0.542,3.1149999999999998
PHO89,1.0553305662668906,1.745,0.8747999999999999,2.616
SYO1,2.291075748451574,3.063,1.7142000000000004,5.053000000000001
NRP1,1.9847865473046236,2.859,1.2506,5.478
TMS1,0.45761470414110855,1.7570000000000001,0.625,4.159
SUR2,0.8777406217321355,1.47,0.5912,2.915
YDR391C,1.1619851727719823,1.854,0.7934,3.5549999999999997
SXM1,1.1234413668000964,1.627,0.7212000000000001,3.3009999999999997
HPT1,2.365014863639805,3.612,1.5834,6.576
CYC7,1.4274522402684608,2.357,0.9103999999999999,4.74
YER0561C,1.5718953394115665,2.0199999999999996,1.2309999999999999,2.8779999999999992
SPI1,3.1541621095784174,4.2780000000000005,1.9512,8.253
YER156C,1.6689441621182106,2.2329999999999997,1.295,5.954999999999999
CGR1,2.654788921767251,3.78,1.8998000000000002,6.2330000000000005
RPL24A,1.618934438845138,2.6929999999999996,1.3295999999999997,4.210999999999999
GPG1,0.5992022467180538,1.189,0.6132,4.603
RPS2,1.824795701941112,2.552,1.4028,3.894
MET13,0.984646599090643,1.5659999999999998,0.6634,2.9859999999999998
FMP48,1.1024037046480375,2.059,0.9692000000000001,5.742
BTN2,3.1691600678111285,4.28,1.7744,8.63
RPL24B,1.6302227189125231,2.2800000000000002,1.286,3.422
CCM1,1.4197368145627536,2.2110000000000003,1.0608,3.523
RSR1,1.38864206009259,1.513,1.0148,2.308
LSC2,1.1673432411219826,2.06,1.0992000000000002,2.386
SOL4,2.693762374881161,3.753,1.8948,6.782
STE12,1.1447245182533776,1.625,0.6749999999999999,3.0060000000000002
RPF1,2.0690234317366034,3.24,1.4528000000000003,5.993
HXT4,0.4541924448991607,1.5220000000000002,0.5516,2.498
VHR1,1.0415099020090262,1.771,0.6305999999999999,3.331
EFM4,1.6340011868660407,2.577,1.0954,4.945
KAR2,1.6516041599597926,2.4530000000000003,1.1732,3.833
GCD14,1.6538604138299497,1.822,1.1606,3.098
MRX12,1.3239420314686587,1.911,0.8837999999999999,3.4690000000000003
JJJ3,1.3830328703006027,2.042,0.9128000000000001,4.188
URA6,1.0449735053141755,1.684,0.7935999999999999,3.0069999999999997
YKL030W,1.2728903688912052,2.0820000000000003,0.9392000000000001,5.525
RRN3,1.3086403490591092,1.442,0.9141999999999999,2.519
JEN1,0.716998142302558,1.5210000000000001,0.43579999999999997,3.1470000000000002
SRP40,1.8510749670135604,2.839,1.1896,5.574
RPL40B,1.507253825916565,2.158,1.1368000000000003,3.4320000000000004
RLP24,2.848253803290676,4.413,1.818,8.412
MEU1,1.1099015961724263,1.812,0.6956,3.783
MET17,0.6453007979924315,1.753,0.6654,3.3989999999999996
AFG2,1.278046314554684,1.859,0.7609999999999999,3.6799999999999997
DUS3,1.946365079395991,3.143,1.2512,6.042999999999999
