partition,condition,admissible,seed,perturbation_family,magnitude,eta,inequality_margin,post_state_error,final_state_error,state_recovery_gain,post_trajectory_error,final_trajectory_error,trajectory_recovery_gain,operator_recovery,identity_sign_agreement,identity_margin_score,node_rank_identity,functional_recovery,final_functional_error,overshoot,corrective_cost,variance_ratio,mean_shift,recovered,recovery_latency,recovery_type
final,memory_ablation,True,6301,sparse_node_corruption,0.5,0.7,0.05,0.2807446298428867,0.2807446298428867,0.0,0.5,0.5,0.0,0.8728813559322034,0.8728813559322034,0.8728813559322034,0.9009157509157508,0.0,0.19887036622137022,0.0,0.0,1.1924606382358884,0.0,False,81,no recovery
final,redundancy_ablation,True,6301,sparse_node_corruption,0.5,0.7,0.05,0.2807446298428867,0.13954276234160387,0.5029548297337111,0.5,0.38720151266659725,0.2255969746668055,0.8686440677966102,0.9322033898305084,0.9055552050593039,0.9425366300366299,0.12089095804195713,0.1748287371227139,0.0,0.015537217596451275,1.1561514683381582,2.7755575615628914e-17,False,81,trajectory-corridor recovery
final,oracle_upper_bound_non_admissible,False,6301,sparse_node_corruption,0.5,0.7,0.05,0.2807446298428867,0.0,1.0,0.5,5.05674357447483e-11,0.9999999998988651,1.0,1.0,1.0,0.9999999999999998,0.9999999998988652,2.011271907930697e-11,0.0,0.03571428571428571,0.9999999999941809,5.551115123125783e-17,True,6,exact-state recovery
final,passive_relaxation,True,6301,sparse_node_corruption,0.8,0.7,0.05,0.5480959608666517,0.5480959608666517,0.0,0.8000000000000002,0.8000000000000002,0.0,0.8601694915254238,0.8601694915254238,0.8601694915254238,0.8177197802197802,0.0,0.3181925859541925,0.0,0.0,1.547937021177422,0.0,False,81,passive decay
final,operator_only_filtering,True,6301,sparse_node_corruption,0.8,0.7,0.05,0.5480959608666517,0.030396822140043966,0.9445410579344894,0.8000000000000002,0.962664708648803,-0.2033308858110036,0.0,0.9279661016949152,0.3173860830519515,0.9173992673992674,-2.0195725708198924,0.9608056047855306,0.0,0.4467081393760306,0.001722139540021436,1.474514954580286e-17,False,81,wrong-attractor convergence
final,topology_altered,True,6301,sparse_node_corruption,0.8,0.7,0.05,0.5480959608666517,0.09800093414862969,0.8211974888600343,0.8000000000000002,0.9877817781526324,-0.2347272226907902,0.211864406779661,0.5466101694915254,0.28232549615050967,0.13415750915750915,-2.0992166185652628,0.9861477502934892,0.0,0.32805191161553726,0.006722902921851245,3.122502256758253e-17,False,81,wrong-attractor convergence
final,trivial_attractor,True,6301,sparse_node_corruption,0.8,0.7,0.05,0.5480959608666517,0.04999650242352258,0.9087814798991258,0.8000000000000002,0.9999945120606444,-0.24999314007580523,0.0,0.8601694915254238,5.75326021940047e-05,0.8177197802197802,-2.142733818671621,0.9999946007288174,0.0,0.11651138868691781,5.122777414533115e-11,0.0,False,81,wrong-attractor convergence
final,identity_scrambled,True,6301,sparse_node_corruption,0.8,0.7,0.05,0.5480959608666517,0.324305264353385,0.40830568457283983,0.8000000000000002,1.0010731646479358,-0.25134145580991957,0.15254237288135597,0.5550847457627118,0.2431640058441574,0.19377289377289378,-1.9419706411487299,0.936113246108428,0.0,0.15915919227325728,0.16043049079023602,4.4885969940899884e-17,False,81,wrong-attractor convergence
final,signal_blind,True,6301,sparse_node_corruption,0.8,0.7,0.05,0.5480959608666517,19.968138274497985,-35.43182891354331,0.8000000000000002,23.101662786395586,-27.877078482994477,0.5423728813559322,0.5423728813559322,0.5423728813559322,0.29670329670329665,-30.41623946350939,9.996414475850203,35.43182891354331,385.6363083331408,543.9954823325003,2.7755575615628914e-17,False,81,unstable correction
final,parameter_budget_matched,True,6301,sparse_node_corruption,0.8,0.7,0.05,0.5480959608666517,0.030396822140043966,0.9445410579344894,0.8000000000000002,0.962664708648803,-0.2033308858110036,0.0,0.9279661016949152,0.3173860830519515,0.9173992673992674,-2.0195725708198924,0.9608056047855306,0.0,0.4467081393760306,0.001722139540021436,1.474514954580286e-17,False,81,wrong-attractor convergence
