sample,sample_role,model_family,data_kind,k_index,k_reduced,conduction_energy_ev,valence_energy_ev,reference_conduction_energy_ev,reference_valence_energy_ev,conduction_error_ev,valence_error_ev,band_gap_ev,gap_relative_error,conduction_edge_k,valence_edge_k,direct_gap_score,curvature_score,band_shape_score,gap_score,band_order_score,symmetry_score,semiconductor_reference_score,status
scaled_gap_control,negative_control,gap_scale_control,band_point,12,-0.7,1.1941369211,-1.00360269083,1.3621369211,-1.17160269083,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,13,-0.675,1.16279931106,-0.980099483298,1.33079931106,-1.1480994833,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,14,-0.65,1.12991543987,-0.955436579906,1.29791543987,-1.12343657991,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,15,-0.625,1.09568804754,-0.929766035651,1.26368804754,-1.09776603565,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,16,-0.6,1.0603281573,-0.903246117975,1.2283281573,-1.07124611797,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,17,-0.575,1.02405377465,-0.876040330988,1.19205377465,-1.04404033099,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,18,-0.55,0.987088543219,-0.848316407414,1.15508854322,-1.01631640741,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,19,-0.525,0.949660365949,-0.820245274462,1.11766036595,-0.988245274462,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,20,-0.5,0.912,-0.792,1.08,-0.96,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,21,-0.475,0.874339634051,-0.763754725538,1.04233963405,-0.931754725538,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,22,-0.45,0.836911456781,-0.735683592586,1.00491145678,-0.903683592586,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,23,-0.425,0.799946225349,-0.707959669012,0.967946225349,-0.875959669012,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
