run_id,run_order,phase_offset_fraction_of_pi,detuning_delta,grade0_scale,grade1_scale,observed_topology_label,predicted_topology_label,topology_match_flag,observed_y_peak,predicted_y_peak,observed_x_final,predicted_x_final,x_trace_rmse,y_trace_rmse,observed_braid_survival_proxy,predicted_braid_survival_proxy,survival_time_abs_error,flow_concentration_index,grade_exchange_coherence,notes
S23_11_p0375_d000,0,0.375,0.0,1.0,1.0,braid_like_exchange,braid_like_exchange,1,0.17494967138071332,0.1078598330763719,0.08333333333333331,-0.04674452068764582,0.09435879344796294,0.040409308674096686,1.1275790516303659,1.1275790516303659,0.0,0.8954144522256555,0.46962210689772493,Lower braid-side anchor at zero grade detuning.
S23_11_p0500_d000,1,0.5,0.0,1.0,1.0,transfer_smeared,transfer_smeared,1,0.17827482393126456,0.13840236325132177,-0.08333333333333331,0.02534786269959187,0.10884855666573211,0.02242738720699382,0.0,0.0,0.0,0.8927644958523745,0.474640217299701,Midpoint smeared sample at zero grade detuning.
S23_11_p0625_d000,2,0.625,0.0,1.0,1.0,braid_like_exchange,braid_like_exchange,1,0.18348991506332568,0.1360253274775029,-0.08333333333333331,0.035715923048577,0.06104600855012211,0.027908528277719145,1.002292490338103,1.1275790516303659,0.1252865612922629,0.8885757457351036,0.4834026186148435,Upper braid-recovery anchor at zero grade detuning.
S23_11_p0375_d050,3,0.375,0.5,1.2333333333333334,0.7666666666666667,unresolved,unresolved,1,0.15895609576952183,0.17112389579930323,-0.08333333333333331,-0.009572036865101982,0.10134317386506905,0.020091739385965635,0.0,0.0,0.0,0.878459977350004,0.4689956922777725,Lower braid-side anchor at intermediate grade detuning.
S23_11_p0500_d050,4,0.5,0.5,1.2333333333333334,0.7666666666666667,unresolved,unresolved,1,0.1618742118223188,0.17048260566543005,-0.08333333333333331,0.010671635035512647,0.041482315443743034,0.016725110659525446,0.0,0.0,0.0,0.8747439082930533,0.47408239229334237,Midpoint sample at intermediate grade detuning.
S23_11_p0625_d050,5,0.625,0.5,1.2333333333333334,0.7666666666666667,unresolved,unresolved,1,0.16644523469252745,0.17006495244130715,0.08333333333333337,0.029425406745093106,0.030333146219115165,0.012792742551816744,0.0,0.0,0.0,0.8687392575613972,0.482949715328913,Upper braid-side anchor at intermediate grade detuning.
S23_11_p0375_d075,6,0.375,0.75,1.35,0.65,transfer_smeared,transfer_smeared,1,0.24658143932692764,0.18543294605154104,-0.08333333333333331,-0.022364940228476526,0.04031458826668256,0.03204446129661216,0.0,0.0,0.0,0.8667339070675179,0.47046388961402796,Lower braid-side anchor at strong bounded grade detuning.
S23_11_p0500_d075,7,0.5,0.75,1.35,0.65,transfer_smeared,transfer_smeared,1,0.2512111730297216,0.18577601460259957,0.08333333333333337,0.0017561843773549538,0.04005111977197182,0.03566273287504565,0.0,0.0,0.0,0.8629531847015087,0.4754305584606743,Midpoint sample at strong bounded grade detuning.
S23_11_p0625_d075,8,0.625,0.75,1.35,0.65,transfer_smeared,transfer_smeared,1,0.258443836932281,0.18664038167437783,0.08333333333333337,0.024530388333864398,0.03185258097246948,0.04166739291629934,0.0,0.0,0.0,0.8565497899574744,0.48411579417991046,Upper braid-side anchor at strong bounded grade detuning.
