case_id,axis_set,low_resolution,high_resolution,interaction_label_low,interaction_label_high,coarse_label_low,coarse_label_high,transition_type,output_label,recoverability_flag,composite_lifetime_scaling,overlap_scaling,centroid_drift_scaling,dominant_basin_area_scaling,coarse_persistence_scaling,constraint_norm_scaling,notes
tight_clustered_pair,A,12,24,metastable composite regime,metastable composite regime,diffuse coarse field regime,basin-dominated regime,coarse-only drift,scale-fragile composite,more stable with refinement,0.9975013801322539,0.9933270980652759,0.7980430926966495,0.06881751543209877,1.0,0.006757596303533591,follow-up of the strongest clustered composite representative from Stages 11–12
tight_clustered_pair,B,12,24,metastable composite regime,transient binding regime,diffuse coarse field regime,basin-dominated regime,softening under refinement,scale-fragile composite,more stable with refinement,0.0,0.6199821782828913,0.5547708607108065,0.047212577160493825,1.0,0.004586031679514095,follow-up of the strongest clustered composite representative from Stages 11–12
tight_clustered_pair,C,12,24,metastable composite regime,metastable composite regime,diffuse coarse field regime,basin-dominated regime,coarse-only drift,scale-fragile composite,more stable with refinement,0.9975013801322539,1.5847090708684541,0.6817213550159997,0.06172839506172839,1.0,0.0064737947678272295,follow-up of the strongest clustered composite representative from Stages 11–12
asymmetric_density_cluster,A,12,24,metastable composite regime,metastable composite regime,diffuse coarse field regime,basin-dominated regime,coarse-only drift,scale-fragile composite,more stable with refinement,0.9975013801322539,1.0049188528814283,0.7992627746891454,0.05837724434035908,1.0,0.004880922658191854,follow-up of the strongest asymmetric basin-forming composite from Stage 12
asymmetric_density_cluster,B,12,24,metastable composite regime,transient binding regime,diffuse coarse field regime,basin-dominated regime,softening under refinement,scale-fragile composite,more stable with refinement,0.9975013801322539,0.655384469119587,0.632483013612416,0.03908079625292741,1.0,0.0033779666104488655,follow-up of the strongest asymmetric basin-forming composite from Stage 12
asymmetric_density_cluster,C,12,24,metastable composite regime,metastable composite regime,diffuse coarse field regime,basin-dominated regime,coarse-only drift,scale-fragile composite,more stable with refinement,0.9975013801322539,1.3315189410561545,0.7250477341758603,0.05879195940671351,1.0,0.004899840104179553,follow-up of the strongest asymmetric basin-forming composite from Stage 12
