run_id,geometry_id,phase_id,resolution,graph_type,packet_count,initial_peak_count,collision_label,persistence_label,composite_lifetime,binding_persistence,corridor_dwell,coarse_basin_persistence,minimum_separation,final_mean_separation,post_collision_separation_trend,encounter_dwell_time,deflection_angle_proxy,reflection_fraction,grade_transfer_amplitude,omega0_weight_initial,omega1_weight_initial,omega2_weight_initial,omega0_weight_final,omega1_weight_final,omega2_weight_final,localized_circulation_proxy,new_collision_class,gate_met,promoted_followup,notes,run_order,family_id,family_label,family_mode,lock_rule,lock_label,delta,topology_class,locking_label,braid_like_exchange,transfer_smeared,locked_braid,quasi_bounded_exchange,unresolved,topology_survival_time,baseline_topology_survival_time,survival_time_gain,recurrence_indicator,local_path_reuse_score,harmonic_latch_duty_cycle,motif_anchor_score,flow_concentration_index,exchange_coherence,transport_span,bounded_dwell_proxy,baseline_topology_class,baseline_flow_concentration_index,baseline_exchange_coherence,baseline_transport_span,baseline_bounded_dwell_proxy,notes
C014_exact_path,tight_clustered_pair,lock_exchange_path_reinforcement,12,regular_lattice,2,1,braid_like_exchange,no_locking_effect,0.6264328064613144,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.6264328064613144,0.0,0.0,0.17691179178581376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Path reinforcement on the strongest braid-selected clustered seed.,0,exact_match_braid_seed,Exact-match braid seed,packet_dominant,exchange_path_reinforcement,Lock A,0.0,braid_like_exchange,no_locking_effect,1,0,0,0,0,0.6264328064613144,0.6264328064613144,0.0,0.0,0.8266734616617888,0.0,0.0,0.8999146570797104,0.46727130291998814,0.0,1.0,braid_like_exchange,0.8989005747474713,0.4621643928561,0.0,1.0,Path reinforcement on the strongest braid-selected clustered seed.
C014_exact_address,tight_clustered_pair,lock_harmonic_phase_latch,12,regular_lattice,2,1,braid_like_exchange,no_locking_effect,0.5011462451690515,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.5011462451690515,0.0,0.0,0.18415279563589956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Harmonic compatibility latch on the strongest braid-selected clustered seed.,1,exact_match_braid_seed,Exact-match braid seed,packet_dominant,harmonic_phase_latch,Lock B,0.0,braid_like_exchange,no_locking_effect,1,0,0,0,0,0.5011462451690515,0.6264328064613144,-0.1252865612922629,0.0,0.827077643410472,1.0,0.0,0.8962703222398507,0.46270674758290403,0.0,1.0,braid_like_exchange,0.8989005747474713,0.4621643928561,0.0,1.0,Harmonic compatibility latch on the strongest braid-selected clustered seed.
C014_exact_motif,tight_clustered_pair,lock_motif_occupancy_latch,12,regular_lattice,2,1,braid_like_exchange,no_locking_effect,0.6264328064613144,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.6264328064613144,0.0,0.0,0.17688014888576925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Motif-local occupancy latch on the strongest braid-selected clustered seed.,2,exact_match_braid_seed,Exact-match braid seed,packet_dominant,motif_occupancy_latch,Lock C,0.0,braid_like_exchange,no_locking_effect,1,0,0,0,0,0.6264328064613144,0.6264328064613144,0.0,0.0,0.8265762669111546,0.8333333333333334,0.26893606290589617,0.8992240971445951,0.463475325073286,0.0,1.0,braid_like_exchange,0.8989005747474713,0.4621643928561,0.0,1.0,Motif-local occupancy latch on the strongest braid-selected clustered seed.
C014_boundary_path,tight_clustered_pair,lock_exchange_path_reinforcement,12,regular_lattice,2,1,transfer_smeared,no_locking_effect,0.0,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.0,0.0,0.0,0.17924012119977262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Path reinforcement on the near-boundary smeared clustered seed.,3,boundary_smear_seed,Boundary smear seed,packet_dominant,exchange_path_reinforcement,Lock A,0.75,transfer_smeared,no_locking_effect,0,1,0,0,0,0.0,0.0,0.0,0.0,0.8241393231614847,0.3333333333333333,0.0,0.909626282106697,0.44086892136710837,0.0,1.0,transfer_smeared,0.9091005190317475,0.43884318420782054,0.0,1.0,Path reinforcement on the near-boundary smeared clustered seed.
C014_boundary_address,tight_clustered_pair,lock_harmonic_phase_latch,12,regular_lattice,2,1,transfer_smeared,no_locking_effect,0.0,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.0,0.0,0.0,0.17753770052869786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Harmonic compatibility latch on the near-boundary smeared clustered seed.,4,boundary_smear_seed,Boundary smear seed,packet_dominant,harmonic_phase_latch,Lock B,0.75,transfer_smeared,no_locking_effect,0,1,0,0,0,0.0,0.0,0.0,0.0,0.8244844744018455,0.5,0.0,0.909167696125705,0.44423395988208836,0.0,1.0,transfer_smeared,0.9091005190317475,0.43884318420782054,0.0,1.0,Harmonic compatibility latch on the near-boundary smeared clustered seed.
C014_boundary_motif,tight_clustered_pair,lock_motif_occupancy_latch,12,regular_lattice,2,1,transfer_smeared,no_locking_effect,0.0,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.0,0.0,0.0,0.1747119461307518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Motif-local occupancy latch on the near-boundary smeared clustered seed.,5,boundary_smear_seed,Boundary smear seed,packet_dominant,motif_occupancy_latch,Lock C,0.75,transfer_smeared,no_locking_effect,0,1,0,0,0,0.0,0.0,0.0,0.0,0.8247036259307471,0.0,0.20037397985951777,0.9091397130199417,0.43917605370341695,0.0,1.0,transfer_smeared,0.9091005190317475,0.43884318420782054,0.0,1.0,Motif-local occupancy latch on the near-boundary smeared clustered seed.
C014_fragile_path,tight_clustered_pair,lock_exchange_path_reinforcement,12,regular_lattice,2,1,transfer_smeared,no_locking_effect,0.0,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.0,0.0,0.0,0.17886188297628827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Path reinforcement on the randomized harmonic-address fragile control.,6,fragile_randomized_control,Fragile randomized control,randomized,exchange_path_reinforcement,Lock A,1.0,transfer_smeared,no_locking_effect,0,1,0,0,0,0.0,0.0,0.0,0.0,0.8257976836283261,0.0,0.0,0.8999382236467035,0.4378587522352113,0.0,1.0,transfer_smeared,0.8993488611719898,0.43469543402898125,0.0,1.0,Path reinforcement on the randomized harmonic-address fragile control.
C014_fragile_address,tight_clustered_pair,lock_harmonic_phase_latch,12,regular_lattice,2,1,transfer_smeared,no_locking_effect,0.0,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.0,0.0,0.0,0.15993750266146495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Harmonic compatibility latch on the randomized harmonic-address fragile control.,7,fragile_randomized_control,Fragile randomized control,randomized,harmonic_phase_latch,Lock B,1.0,transfer_smeared,no_locking_effect,0,1,0,0,0,0.0,0.0,0.0,0.0,0.8267700593331897,0.0,0.0,0.8978184458764964,0.41143945167910245,0.0,1.0,transfer_smeared,0.8978184458764964,0.41143945167910245,0.0,1.0,Harmonic compatibility latch on the randomized harmonic-address fragile control.
C014_fragile_motif,tight_clustered_pair,lock_motif_occupancy_latch,12,regular_lattice,2,1,transfer_smeared,no_locking_effect,0.0,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,0.0,0.0,0.0,0.13224762111277427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Motif-local occupancy latch on the randomized harmonic-address fragile control.,8,fragile_randomized_control,Fragile randomized control,randomized,motif_occupancy_latch,Lock C,1.0,transfer_smeared,no_locking_effect,0,1,0,0,0,0.0,0.0,0.0,0.0,0.8252876115133206,0.6666666666666666,0.3061404198989253,0.9050138312102085,0.41181519026504043,0.0,1.0,transfer_smeared,0.9050040617907423,0.41130254735284216,0.0,1.0,Motif-local occupancy latch on the randomized harmonic-address fragile control.
