run_id,family_id,family_label,phase_detuning_fraction_of_pi,kernel_radius_label,kernel_radius_offset,resolution,refinement_label,topology_class,braid_like_exchange,transfer_smeared,localized_capture,unresolved_mixed,braid_survival_time,flow_concentration_index,grade_exchange_coherence,recurrence_indicator,midpoint_band_membership_flag,metastable_transport_flag,structural_irreversibility_score,topology_return_error,refinement_survival_ratio
S23_9_clustered_dk_baseline_p0p0_k+0_n12,clustered_dk_baseline,Clustered DK baseline,0.0,r,0,12,base,braid_like_exchange,1,0,0,0,0.6264328064613144,0.898919811773798,0.46486167464083267,0.0,0,0,0.023191819760024282,0,0.0
S23_9_clustered_dk_baseline_p0p0_k+0_n24,clustered_dk_baseline,Clustered DK baseline,0.0,r,0,24,refined,unresolved_mixed,0,0,0,1,0.4992372669898296,0.9089983907326823,0.3965928289406052,0.0,0,0,0.007207518482456303,1,0.0
S23_9_clustered_dk_baseline_p0p0_k+1_n12,clustered_dk_baseline,Clustered DK baseline,0.0,r_plus_1,1,12,base,braid_like_exchange,1,0,0,0,0.6248354979126377,0.8989197624558249,0.46485457562927635,0.0,0,0,0.023191412173567055,0,0.0
S23_9_clustered_dk_baseline_p0p0_k+1_n24,clustered_dk_baseline,Clustered DK baseline,0.0,r_plus_1,1,24,refined,unresolved_mixed,0,0,0,1,0.49905050637827697,0.9089984049474645,0.39659018683824554,0.0,0,0,0.0072074960535826425,1,0.0
S23_9_clustered_dk_baseline_p0p0_k-1_n12,clustered_dk_baseline,Clustered DK baseline,0.0,r_minus_1,-1,12,base,braid_like_exchange,1,0,0,0,0.6303290049517852,0.8989199320770075,0.4648789953067493,0.0,0,0,0.02319281395888299,0,0.0
S23_9_clustered_dk_baseline_p0p0_k-1_n24,clustered_dk_baseline,Clustered DK baseline,0.0,r_minus_1,-1,24,refined,unresolved_mixed,0,0,0,1,0.499522457418736,0.9089983690257397,0.39659686375850056,0.0,0,0,0.007207552732174981,1,0.0
S23_9_clustered_dk_baseline_p0p25_k+0_n12,clustered_dk_baseline,Clustered DK baseline,0.25,r,0,12,base,braid_like_exchange,1,0,0,0,0.6264328064613144,0.8970103120056542,0.46679096561203703,0.0,0,0,0.0241468652127228,0,0.0
S23_9_clustered_dk_baseline_p0p25_k+0_n24,clustered_dk_baseline,Clustered DK baseline,0.25,r,0,24,refined,unresolved_mixed,0,0,0,1,0.4992372669898296,0.9066919637519161,0.39730038749445407,0.0,0,0,0.007290698536519338,1,0.0
S23_9_clustered_dk_baseline_p0p25_k+1_n12,clustered_dk_baseline,Clustered DK baseline,0.25,r_plus_1,1,12,base,braid_like_exchange,1,0,0,0,0.6248354979126377,0.897010318404516,0.46678389516745783,0.0,0,0,0.024146431059830484,0,0.0
S23_9_clustered_dk_baseline_p0p25_k+1_n24,clustered_dk_baseline,Clustered DK baseline,0.25,r_plus_1,1,24,refined,unresolved_mixed,0,0,0,1,0.49905050637827697,0.9066919802053964,0.397297794259694,0.0,0,0,0.007290676446734818,1,0.0
S23_9_clustered_dk_baseline_p0p25_k-1_n12,clustered_dk_baseline,Clustered DK baseline,0.25,r_minus_1,-1,12,base,braid_like_exchange,1,0,0,0,0.6303290049517852,0.8970102963149956,0.4668082164416118,0.0,0,0,0.02414792419373753,0,0.0
S23_9_clustered_dk_baseline_p0p25_k-1_n24,clustered_dk_baseline,Clustered DK baseline,0.25,r_minus_1,-1,24,refined,unresolved_mixed,0,0,0,1,0.499522457418736,0.906691938626133,0.3973043476833373,0.0,0,0,0.0072907322683343585,1,0.0
S23_9_clustered_dk_baseline_p0p375_k+0_n12,clustered_dk_baseline,Clustered DK baseline,0.375,r,0,12,base,braid_like_exchange,1,0,0,0,0.6264328064613144,0.8954144522256555,0.469622106897725,0.0,0,0,0.024436508069803083,0,0.0
S23_9_clustered_dk_baseline_p0p375_k+0_n24,clustered_dk_baseline,Clustered DK baseline,0.375,r,0,24,refined,unresolved_mixed,0,0,0,1,0.4992372669898296,0.9040548121707686,0.39839063693148974,0.0,0,0,0.007411617772846478,1,0.0
S23_9_clustered_dk_baseline_p0p375_k+1_n12,clustered_dk_baseline,Clustered DK baseline,0.375,r_plus_1,1,12,base,braid_like_exchange,1,0,0,0,0.6248354979126377,0.8954144749191681,0.4696150812885481,0.0,0,0,0.02443601759183188,0,0.0
S23_9_clustered_dk_baseline_p0p375_k+1_n24,clustered_dk_baseline,Clustered DK baseline,0.375,r_plus_1,1,24,refined,unresolved_mixed,0,0,0,1,0.49905050637827697,0.9040548314766136,0.39838811268473234,0.0,0,0,0.007411595303231976,1,0.0
S23_9_clustered_dk_baseline_p0p375_k-1_n12,clustered_dk_baseline,Clustered DK baseline,0.375,r_minus_1,-1,12,base,braid_like_exchange,1,0,0,0,0.6303290049517852,0.8954143968591314,0.4696392481506289,0.0,0,0,0.024437704446173165,0,0.0
S23_9_clustered_dk_baseline_p0p375_k-1_n24,clustered_dk_baseline,Clustered DK baseline,0.375,r_minus_1,-1,24,refined,unresolved_mixed,0,0,0,1,0.499522457418736,0.9040547826893304,0.39839449176403946,0.0,0,0,0.007411652084608946,1,0.0
S23_9_clustered_dk_baseline_p0p45_k+0_n12,clustered_dk_baseline,Clustered DK baseline,0.45,r,0,12,base,braid_like_exchange,1,0,0,0,0.6264328064613144,0.8939737050506086,0.4722915436553219,0.0,0,0,0.02470911610314254,0,0.0
S23_9_clustered_dk_baseline_p0p45_k+0_n24,clustered_dk_baseline,Clustered DK baseline,0.45,r,0,24,refined,transfer_smeared,0,1,0,0,0.4992372669898296,0.901918365091197,0.3994553640738927,0.0,1,0,0.007553447907342729,1,0.0
S23_9_clustered_dk_baseline_p0p45_k+1_n12,clustered_dk_baseline,Clustered DK baseline,0.45,r_plus_1,1,12,base,braid_like_exchange,1,0,0,0,0.6248354979126377,0.8939737402684983,0.4722845592628964,0.0,0,0,0.024708689388534197,0,0.0
S23_9_clustered_dk_baseline_p0p45_k+1_n24,clustered_dk_baseline,Clustered DK baseline,0.45,r_plus_1,1,24,refined,transfer_smeared,0,1,0,0,0.49905050637827697,0.9019183840997649,0.3994529010319844,0.0,1,0,0.007553424863267637,1,0.0
S23_9_clustered_dk_baseline_p0p45_k-1_n12,clustered_dk_baseline,Clustered DK baseline,0.45,r_minus_1,-1,12,base,braid_like_exchange,1,0,0,0,0.6303290049517852,0.8939736191418455,0.4723085841824871,0.0,0,0,0.02471015695175807,0,0.0
S23_9_clustered_dk_baseline_p0p45_k-1_n24,clustered_dk_baseline,Clustered DK baseline,0.45,r_minus_1,-1,24,refined,transfer_smeared,0,1,0,0,0.499522457418736,0.901918336063794,0.39945912543621703,0.0,1,0,0.007553483096389529,1,0.0
S23_9_clustered_dk_baseline_p0p575_k+0_n12,clustered_dk_baseline,Clustered DK baseline,0.575,r,0,12,base,transfer_smeared,0,1,0,0,0.0,0.8904831884883385,0.4793088897114102,0.0,1,0,0.025541161314489816,1,0.0
S23_9_clustered_dk_baseline_p0p575_k+0_n24,clustered_dk_baseline,Clustered DK baseline,0.575,r,0,24,refined,braid_like_exchange,1,0,0,0,0.4992372669898296,0.8969012132640705,0.4024023465045989,0.0,0,0,0.007969853725467472,0,0.0
S23_9_clustered_dk_baseline_p0p575_k+1_n12,clustered_dk_baseline,Clustered DK baseline,0.575,r_plus_1,1,12,base,transfer_smeared,0,1,0,0,0.0,0.8904832460043498,0.4793020070069324,0.0,1,0,0.025540724692627803,1,0.0
S23_9_clustered_dk_baseline_p0p575_k+1_n24,clustered_dk_baseline,Clustered DK baseline,0.575,r_plus_1,1,24,refined,braid_like_exchange,1,0,0,0,0.49905050637827697,0.8969012313969672,0.40240002867649255,0.0,0,0,0.00796982902271627,0,0.0
