run_id,representative_id,compression_mode_id,compression_mode_label,reference_kernel_class_id,reference_interaction_label,reference_coarse_label,resolution,initial_active_support,initial_seed_count,steps_completed,final_survivor_count,final_survivor_fraction,final_equivalence_class_count,final_largest_class_size,tau_stabilization_depth,delta_quiet_step,z2_arrow_step,persistent_step,obstruction_rank_final,nonfunctoriality_initial,nonfunctoriality_final,max_defect_density,final_defect_density,pass_blocked_merge_total,defect_ledger_zero_before_pass,compression_class,notes
C05_pass_triad,phase_ordered_symmetric_triad,alternating_pass_preorder,Alternating PASS preorder,graph_shell,transient binding regime,diffuse coarse field regime,12,90,12,1,90,1.0,18,8,1,0,-1,1,0,0,0,0.0,0.0,0,1,static_regime,PASS-constrained alternating preorder on the phase-ordered symmetric triad.
