run_id,representative_id,forcing_protocol_id,forcing_protocol_label,protected_topology_label,reference_interaction_label,reference_coarse_label,resolution,initial_active_support,initial_seed_count,steps_completed,tau_sequencing_depth,mismatch_quiet_step,protected_arrow_step,protected_arrow_step_distribution,persistent_step,final_topology_label,final_active_persistence_class_count,final_seed_component_count,final_survivor_count,obstruction_rank_final,kernel_consistency_failures_initial,kernel_consistency_failures_final,kernel_consistency_failures_max,max_mismatch_density,positive_mismatch_density,final_mismatch_density,positive_mismatch_steps,protected_blocked_merge_total,static_collapse_flag,sequencing_class,notes
C06_noise_clustered_anchor,clustered_composite_anchor,noise_seeded_protected,Noise-seeded protected sequencing,trapped_local,metastable composite regime,diffuse coarse field regime,12,54,12,8,2,-1,3,"[3, 4, 5, 6, 7, 8]",2,trapped_local,2,5,9,0,0,0,0,0.08024691358024691,0.08024691358024691,0.01890432098765432,8,6,0,protected_ordered_persistent,Protected sequencing with the exact C0.3 incidence-noise ladder on the clustered composite anchor.
