run_id,geometry_id,phase_id,resolution,graph_type,packet_count,initial_peak_count,collision_label,persistence_label,composite_lifetime,binding_persistence,corridor_dwell,coarse_basin_persistence,minimum_separation,final_mean_separation,post_collision_separation_trend,encounter_dwell_time,deflection_angle_proxy,reflection_fraction,grade_transfer_amplitude,omega0_weight_initial,omega1_weight_initial,omega2_weight_initial,omega0_weight_final,omega1_weight_final,omega2_weight_final,localized_circulation_proxy,new_collision_class,gate_met,promoted_followup,notes,probe_class,strength_label,alpha,beta,gamma,phase_difference_mean,phase_difference_std,bounded_oscillatory_separation,grade_exchange_coherence,promotion_candidate
S23_3_probeA_control,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,1.0,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.10464656477277524,0.3333939095151982,0.6666060904848018,0.0,0.3333095964913642,0.5926519874435708,0.07403841606506482,0.0,0,0,0,Control for internal grade-coupling probe.,internal_grade_coupling,control,0.0,0.0,0.0,7.734473188262629e-05,6.89970998576428e-05,0,0.0,0
S23_3_probeA_vweak,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,1.0,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.10487903739375967,0.3333939095151982,0.6666060904848018,0.0,0.3343388252674317,0.5919774690550956,0.07368370567747269,0.0,0,0,0,Very weak local redistribution between 0- and 1-form components.,internal_grade_coupling,very_weak,0.01,0.0,0.0,7.757085966046222e-05,6.916882184453681e-05,0,0.0,0
S23_3_probeA_weak,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,0.6666666666666666,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.10512485846678729,0.3333939095151982,0.6666060904848018,0.0,0.33536452592631893,0.5913058750462293,0.07332959902745177,0.0,0,0,0,Weak local redistribution between 0- and 1-form components.,internal_grade_coupling,weak,0.02,0.0,0.0,7.77957597092686e-05,6.933928451991348e-05,0,0.0,0
S23_3_probeB_control,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,1.0,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.10464656477277524,0.3333939095151982,0.6666060904848018,0.0,0.3333095964913642,0.5926519874435708,0.07403841606506482,0.0,0,0,0,Control for phase-locked composite constraint probe.,phase_locked_composite_constraint,control,0.0,0.0,0.0,7.734473188262629e-05,6.89970998576428e-05,0,0.0,0
S23_3_probeB_vweak,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,1.0,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.1046465647727736,0.3333939095151982,0.6666060904848018,0.0,0.33330959649136416,0.5926519874435721,0.07403841606506374,0.0,0,0,0,Very weak smooth phase-alignment term when clustered separation condition is met.,phase_locked_composite_constraint,very_weak,0.0,0.01,0.0,7.734473233900196e-05,6.899710041725247e-05,0,0.8333333333333334,0
S23_3_probeB_weak,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,1.0,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.10464656477276908,0.3333939095151982,0.6666060904848018,0.0,0.3333095964913642,0.5926519874435752,0.07403841606506045,0.0,0,0,0,Weak smooth phase-alignment term when clustered separation condition is met.,phase_locked_composite_constraint,weak,0.0,0.02,0.0,7.734473279530363e-05,6.899710097684546e-05,0,0.8333333333333334,0
S23_3_probeC_control,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,1.0,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.10464656477277524,0.3333939095151982,0.6666060904848018,0.0,0.3333095964913642,0.5926519874435708,0.07403841606506482,0.0,0,0,0,Control for self-induced effective curvature probe.,self_induced_effective_curvature,control,0.0,0.0,0.0,7.734473188262629e-05,6.89970998576428e-05,0,0.0,0
S23_3_probeC_vweak,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,1.0,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.10464656477277524,0.3333939095151982,0.6666060904848018,0.0,0.3333095964913642,0.5926519874435708,0.07403841606506482,0.0,0,0,0,Very weak graded-energy modulation of the static Gaussian kernel.,self_induced_effective_curvature,very_weak,0.0,0.0,0.01,7.734473188262629e-05,6.89970998576428e-05,0,0.0,0
S23_3_probeC_weak,tight_clustered_pair,in_phase,12,regular_lattice,2,1,unresolved / mixed,weak persistence gain,0.7517193677535772,1.0,0.0,1.0,0.08333333333333326,0.08333333333333326,0.0,0.7517193677535772,0.0,0.0,0.10464656477277524,0.3333939095151982,0.6666060904848018,0.0,0.3333095964913642,0.5926519874435708,0.07403841606506482,0.0,0,0,0,Weak graded-energy modulation of the static Gaussian kernel.,self_induced_effective_curvature,weak,0.0,0.0,0.02,7.734473188262629e-05,6.89970998576428e-05,0,0.0,0
