run_id,representative_id,sequencing_mode_id,sequencing_mode_label,protected_topology_label,reference_interaction_label,reference_coarse_label,resolution,initial_active_support,initial_seed_count,steps_completed,tau_sequencing_depth,mismatch_quiet_step,protected_arrow_step,persistent_step,final_topology_label,final_active_persistence_class_count,final_seed_component_count,final_survivor_count,obstruction_rank_final,kernel_consistency_failures_initial,kernel_consistency_failures_final,kernel_consistency_failures_max,max_mismatch_density,final_mismatch_density,protected_blocked_merge_total,static_collapse_flag,sequencing_class,notes
C05S_protected_clustered_anchor,clustered_composite_anchor,protected_alternating_sequence,Protected alternating sequencing,trapped_local,metastable composite regime,diffuse coarse field regime,12,54,12,1,1,1,-1,1,smeared_transfer,1,4,12,0,0,0,0,0.010416666666666666,0.0,0,1,static_regime,Protected alternating sequencing on the clustered composite anchor.
