run_id,phase,case_id,condition_id,condition_label,relational_driver,driver_strength_class,feedback_eps,n_side,interaction_label,coarse_label,composite_lifetime,binding_persistence_score,center_shift,morphology_drift_reduction,initial_mean_pair_distance,min_mean_pair_distance,final_mean_pair_distance,max_mean_overlap,phase_lock_indicator,dominant_basin_area_fraction_sigma4,coarse_persistence_sigma4,mean_basin_count_sigma4,metric_violation_rate,mean_absolute_asymmetry,ordering_persistence_under_refinement,transport_ordering_breakdown,constraint_max,sector_leakage,relational_stabilization_score,compare_to_null_lifetime_delta,compare_to_null_binding_delta,compare_to_null_coarse_persistence_delta,feedback_induced_regime_change,output_label,promoted_followup,notes
phase_ordered_symmetric_triad__null_control__n12,base,phase_ordered_symmetric_triad,null_control,null control,phase_correlation_distance,scale-stable metric-like ordering,0.0,12,transient binding regime,diffuse coarse field regime,0.0,0.0,0.23862359003781508,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27771373515987224,0.11718095426600288,1.0,1.0,1.0,0.0,0.0,,,2.0228247686178265e-15,5.5236216373583976e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,best non-degenerate Stage 15 ordering carrier; used to test selective stabilization in a phase-ordered regime
phase_ordered_symmetric_triad__rel_feedback_eps001__n12,base,phase_ordered_symmetric_triad,rel_feedback_eps001,relational feedback eps=0.01,phase_correlation_distance,scale-stable metric-like ordering,0.01,12,transient binding regime,diffuse coarse field regime,0.0,0.0,0.24165138692436017,-0.0030277968865450866,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27771373515987224,0.1171803141465888,1.0,1.0,1.0,0.0,0.0,,,2.0228247686178265e-15,5.5236216373583976e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,best non-degenerate Stage 15 ordering carrier; used to test selective stabilization in a phase-ordered regime
phase_ordered_symmetric_triad__rel_feedback_eps002__n12,base,phase_ordered_symmetric_triad,rel_feedback_eps002,relational feedback eps=0.02,phase_correlation_distance,scale-stable metric-like ordering,0.02,12,transient binding regime,diffuse coarse field regime,0.0,0.0,0.24452679313599446,-0.005903203098179377,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27771373515987224,0.1171796254999204,1.0,1.0,1.0,0.0,0.0,,,2.0228247686178265e-15,5.5236216373583976e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,best non-degenerate Stage 15 ordering carrier; used to test selective stabilization in a phase-ordered regime
counter_propagating_corridor__null_control__n12,base,counter_propagating_corridor,null_control,null control,transport_delay_distance,scale-stable metric-like ordering,0.0,12,transient binding regime,diffuse coarse field regime,0.9842431895883714,0.6666666666666666,0.0,0.0,0.300051743607888,0.14440916793157887,0.14440916793157887,0.4741453833956847,0.19512676444010288,1.0,1.0,1.0,0.0,0.0,,,1.7985134491710688e-15,4.042603345939908e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,transport-dominated control; tests whether the only corridor with stable delay ordering develops selective feedback response
counter_propagating_corridor__rel_feedback_eps001__n12,base,counter_propagating_corridor,rel_feedback_eps001,relational feedback eps=0.01,transport_delay_distance,scale-stable metric-like ordering,0.01,12,transient binding regime,diffuse coarse field regime,0.9842431895883714,0.6666666666666666,0.0,0.0,0.300051743607888,0.1439204637993594,0.1439204637993594,0.47406846591811347,0.19496646084851343,1.0,1.0,1.0,0.0,0.0,,,1.7985134491710688e-15,4.042603345939908e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,transport-dominated control; tests whether the only corridor with stable delay ordering develops selective feedback response
counter_propagating_corridor__rel_feedback_eps002__n12,base,counter_propagating_corridor,rel_feedback_eps002,relational feedback eps=0.02,transport_delay_distance,scale-stable metric-like ordering,0.02,12,transient binding regime,diffuse coarse field regime,0.9842431895883714,0.6666666666666666,0.0,0.0,0.300051743607888,0.14343567627015552,0.14343567627015552,0.4739867292500096,0.19480518074438793,1.0,1.0,1.0,0.0,0.0,,,1.7985134491710688e-15,4.042603345939908e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,transport-dominated control; tests whether the only corridor with stable delay ordering develops selective feedback response
clustered_composite_anchor__null_control__n12,base,clustered_composite_anchor,null_control,null control,persistence_distance,weak ordering with high metric violation,0.0,12,metastable composite regime,diffuse coarse field regime,1.4763647843825571,1.0,0.08260293710812472,0.0,0.10667568629397062,0.10662689655596846,0.10664261391050352,0.661252630674759,0.49616880102641575,0.9884259259259259,1.0,1.0,0.0,0.0,,,1.4478819106361465e-15,2.3961542895424422e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,composite anchor stays in the pilot because Stage 16 should test whether weak relational order can begin to feed back into the strongest composite morphology
clustered_composite_anchor__rel_feedback_eps001__n12,base,clustered_composite_anchor,rel_feedback_eps001,relational feedback eps=0.01,persistence_distance,weak ordering with high metric violation,0.01,12,metastable composite regime,diffuse coarse field regime,1.4763647843825571,1.0,0.08272824142920787,-0.00012530432108315281,0.10667568629397062,0.10635540977447204,0.10635540977447204,0.6616748901858543,0.4964381105547013,0.9884259259259259,1.0,1.0,0.0,0.0,,,1.4478819106361465e-15,2.3961542895424422e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,composite anchor stays in the pilot because Stage 16 should test whether weak relational order can begin to feed back into the strongest composite morphology
clustered_composite_anchor__rel_feedback_eps002__n12,base,clustered_composite_anchor,rel_feedback_eps002,relational feedback eps=0.02,persistence_distance,weak ordering with high metric violation,0.02,12,metastable composite regime,diffuse coarse field regime,1.4763647843825571,1.0,0.08285337743265786,-0.000250440324533141,0.10667568629397062,0.10606837244883272,0.10606837244883272,0.6620930272288751,0.4967069033043168,0.9884259259259259,1.0,1.0,0.0,0.0,,,1.4478819106361465e-15,2.3961542895424422e-15,0.0,0.0,0.0,0.0,none,no relational dynamic effect,0,composite anchor stays in the pilot because Stage 16 should test whether weak relational order can begin to feed back into the strongest composite morphology
