hierarchy_label,level_id,n_side,h,ensemble_size,seed,tau,k_index,power,low_k_power,fluctuation_amplitude,fluctuation_slope
frozen_branch,n48,48,0.020833333333,5,1301,2.4,3,0.059267873043,0.728187121991,0.169542456443,-0.796228563693
frozen_branch,n48,48,0.020833333333,5,1301,2.4,4,0.264747260274,0.728187121991,0.169542456443,-0.796228563693
frozen_branch,n48,48,0.020833333333,5,1301,3.0,1,0.438966119324,0.728686689718,0.169421311666,-0.806558996418
frozen_branch,n48,48,0.020833333333,5,1301,3.0,2,0.289720570394,0.728686689718,0.169421311666,-0.806558996418
frozen_branch,n48,48,0.020833333333,5,1301,3.0,3,0.058811170059,0.728686689718,0.169421311666,-0.806558996418
frozen_branch,n48,48,0.020833333333,5,1301,3.0,4,0.262033454638,0.728686689718,0.169421311666,-0.806558996418
frozen_branch,n48,48,0.020833333333,5,1301,3.6,1,0.440296902464,0.728366326809,0.169213615987,-0.816719711401
frozen_branch,n48,48,0.020833333333,5,1301,3.6,2,0.288069424344,0.728366326809,0.169213615987,-0.816719711401
frozen_branch,n48,48,0.020833333333,5,1301,3.6,3,0.058161739024,0.728366326809,0.169213615987,-0.816719711401
frozen_branch,n48,48,0.020833333333,5,1301,3.6,4,0.259471729799,0.728366326809,0.169213615987,-0.816719711401
frozen_branch,n48,48,0.020833333333,5,1301,4.2,1,0.441308700392,0.727455059673,0.168944297374,-0.826735509602
frozen_branch,n48,48,0.020833333333,5,1301,4.2,2,0.286146359282,0.727455059673,0.168944297374,-0.826735509602
frozen_branch,n48,48,0.020833333333,5,1301,4.2,3,0.057376908359,0.727455059673,0.168944297374,-0.826735509602
frozen_branch,n48,48,0.020833333333,5,1301,4.2,4,0.257035303308,0.727455059673,0.168944297374,-0.826735509602
frozen_branch,n48,48,0.020833333333,5,1302,0.0,1,0.158367417913,0.669397533893,0.151297680757,-1.497325677972
frozen_branch,n48,48,0.020833333333,5,1302,0.0,2,0.51103011598,0.669397533893,0.151297680757,-1.497325677972
frozen_branch,n48,48,0.020833333333,5,1302,0.0,3,0.052083972607,0.669397533893,0.151297680757,-1.497325677972
frozen_branch,n48,48,0.020833333333,5,1302,0.0,4,0.022060231961,0.669397533893,0.151297680757,-1.497325677972
frozen_branch,n48,48,0.020833333333,5,1302,0.4,1,0.162556719607,0.673404069856,0.151716014134,-1.524295387724
frozen_branch,n48,48,0.020833333333,5,1302,0.4,2,0.510847350249,0.673404069856,0.151716014134,-1.524295387724
frozen_branch,n48,48,0.020833333333,5,1302,0.4,3,0.052316546124,0.673404069856,0.151716014134,-1.524295387724
frozen_branch,n48,48,0.020833333333,5,1302,0.4,4,0.021694700499,0.673404069856,0.151716014134,-1.524295387724
frozen_branch,n48,48,0.020833333333,5,1302,0.8,1,0.166636614503,0.677303820678,0.152125423166,-1.550172148265
frozen_branch,n48,48,0.020833333333,5,1302,0.8,2,0.510667206175,0.677303820678,0.152125423166,-1.550172148265
frozen_branch,n48,48,0.020833333333,5,1302,0.8,3,0.052577593094,0.677303820678,0.152125423166,-1.550172148265
frozen_branch,n48,48,0.020833333333,5,1302,0.8,4,0.02133441235,0.677303820678,0.152125423166,-1.550172148265
frozen_branch,n48,48,0.020833333333,5,1302,1.2,1,0.170592672793,0.681082242954,0.152523682032,-1.575000387445
frozen_branch,n48,48,0.020833333333,5,1302,1.2,2,0.51048957016,0.681082242954,0.152523682032,-1.575000387445
frozen_branch,n48,48,0.020833333333,5,1302,1.2,3,0.052859341466,0.681082242954,0.152523682032,-1.575000387445
frozen_branch,n48,48,0.020833333333,5,1302,1.2,4,0.02097914032,0.681082242954,0.152523682032,-1.575000387445
frozen_branch,n48,48,0.020833333333,5,1302,1.6,1,0.174413074666,0.684727637443,0.152908911119,-1.598821778204
frozen_branch,n48,48,0.020833333333,5,1302,1.6,2,0.510314562778,0.684727637443,0.152908911119,-1.598821778204
frozen_branch,n48,48,0.020833333333,5,1302,1.6,3,0.053154122969,0.684727637443,0.152908911119,-1.598821778204
frozen_branch,n48,48,0.020833333333,5,1302,1.6,4,0.020629125556,0.684727637443,0.152908911119,-1.598821778204
frozen_branch,n48,48,0.020833333333,5,1302,2.0,1,0.178088545131,0.688231015637,0.153279590167,-1.621674022799
frozen_branch,n48,48,0.020833333333,5,1302,2.0,2,0.510142470507,0.688231015637,0.153279590167,-1.621674022799
frozen_branch,n48,48,0.020833333333,5,1302,2.0,3,0.053454762232,0.688231015637,0.153279590167,-1.621674022799
frozen_branch,n48,48,0.020833333333,5,1302,2.0,4,0.020284941014,0.688231015637,0.153279590167,-1.621674022799
frozen_branch,n48,48,0.020833333333,5,1302,2.4,1,0.18161223335,0.691585918933,0.153634552678,-1.643590513927
frozen_branch,n48,48,0.020833333333,5,1302,2.4,2,0.509973685584,0.691585918933,0.153634552678,-1.643590513927
frozen_branch,n48,48,0.020833333333,5,1302,2.4,3,0.053754820334,0.691585918933,0.153634552678,-1.643590513927
frozen_branch,n48,48,0.020833333333,5,1302,2.4,4,0.019947371167,0.691585918933,0.153634552678,-1.643590513927
frozen_branch,n48,48,0.020833333333,5,1302,3.0,1,0.18660367487,0.696331370784,0.154135791059,-1.674773622476
frozen_branch,n48,48,0.020833333333,5,1302,3.0,2,0.509727695915,0.696331370784,0.154135791059,-1.674773622476
frozen_branch,n48,48,0.020833333333,5,1302,3.0,3,0.054191880035,0.696331370784,0.154135791059,-1.674773622476
frozen_branch,n48,48,0.020833333333,5,1302,3.0,4,0.019455391829,0.696331370784,0.154135791059,-1.674773622476
frozen_branch,n48,48,0.020833333333,5,1302,3.6,1,0.191236551778,0.700728268372,0.15459830394,-1.703999571239
frozen_branch,n48,48,0.020833333333,5,1302,3.6,2,0.509491716594,0.700728268372,0.15459830394,-1.703999571239
frozen_branch,n48,48,0.020833333333,5,1302,3.6,3,0.054600353631,0.700728268372,0.15459830394,-1.703999571239
frozen_branch,n48,48,0.020833333333,5,1302,3.6,4,0.018983433188,0.700728268372,0.15459830394,-1.703999571239
frozen_branch,n48,48,0.020833333333,5,1302,4.2,1,0.195512155535,0.704779352686,0.15502179916,-1.731336811964
frozen_branch,n48,48,0.020833333333,5,1302,4.2,2,0.509267197151,0.704779352686,0.15502179916,-1.731336811964
frozen_branch,n48,48,0.020833333333,5,1302,4.2,3,0.054969713039,0.704779352686,0.15502179916,-1.731336811964
frozen_branch,n48,48,0.020833333333,5,1302,4.2,4,0.018534394301,0.704779352686,0.15502179916,-1.731336811964
frozen_branch,n48,48,0.020833333333,5,1303,0.0,1,0.109039052621,0.150092904652,0.097820945361,-0.192435177146
frozen_branch,n48,48,0.020833333333,5,1303,0.0,2,0.041053852031,0.150092904652,0.097820945361,-0.192435177146
frozen_branch,n48,48,0.020833333333,5,1303,0.0,3,0.126019787116,0.150092904652,0.097820945361,-0.192435177146
frozen_branch,n48,48,0.020833333333,5,1303,0.0,4,0.060186606946,0.150092904652,0.097820945361,-0.192435177146
frozen_branch,n48,48,0.020833333333,5,1303,0.4,1,0.109637556782,0.150775573708,0.097849172563,-0.193292310482
frozen_branch,n48,48,0.020833333333,5,1303,0.4,2,0.041138016926,0.150775573708,0.097849172563,-0.193292310482
frozen_branch,n48,48,0.020833333333,5,1303,0.4,3,0.12523098086,0.150775573708,0.097849172563,-0.193292310482
frozen_branch,n48,48,0.020833333333,5,1303,0.4,4,0.060752367421,0.150775573708,0.097849172563,-0.193292310482
frozen_branch,n48,48,0.020833333333,5,1303,0.8,1,0.110487354582,0.151746147955,0.097877012023,-0.197135273971
frozen_branch,n48,48,0.020833333333,5,1303,0.8,2,0.041258793374,0.151746147955,0.097877012023,-0.197135273971
frozen_branch,n48,48,0.020833333333,5,1303,0.8,3,0.124186799339,0.151746147955,0.097877012023,-0.197135273971
frozen_branch,n48,48,0.020833333333,5,1303,0.8,4,0.06124831229,0.151746147955,0.097877012023,-0.197135273971
frozen_branch,n48,48,0.020833333333,5,1303,1.2,1,0.111554724882,0.152953246183,0.097906139273,-0.203535469042
frozen_branch,n48,48,0.020833333333,5,1303,1.2,2,0.0413985213,0.152953246183,0.097906139273,-0.203535469042
frozen_branch,n48,48,0.020833333333,5,1303,1.2,3,0.122950010984,0.152953246183,0.097906139273,-0.203535469042
frozen_branch,n48,48,0.020833333333,5,1303,1.2,4,0.061672660536,0.152953246183,0.097906139273,-0.203535469042
frozen_branch,n48,48,0.020833333333,5,1303,1.6,1,0.112805932821,0.154348267976,0.097938128258,-0.212066749861
frozen_branch,n48,48,0.020833333333,5,1303,1.6,2,0.041542335154,0.154348267976,0.097938128258,-0.212066749861
frozen_branch,n48,48,0.020833333333,5,1303,1.6,3,0.121579196977,0.154348267976,0.097938128258,-0.212066749861
frozen_branch,n48,48,0.020833333333,5,1303,1.6,4,0.062025195962,0.154348267976,0.097938128258,-0.212066749861
frozen_branch,n48,48,0.020833333333,5,1303,2.0,1,0.114208450841,0.155886675633,0.097974290945,-0.222324458731
frozen_branch,n48,48,0.020833333333,5,1303,2.0,2,0.041678224792,0.155886675633,0.097974290945,-0.222324458731
frozen_branch,n48,48,0.020833333333,5,1303,2.0,3,0.12012663284,0.155886675633,0.097974290945,-0.222324458731
frozen_branch,n48,48,0.020833333333,5,1303,2.0,4,0.062306930976,0.155886675633,0.097974290945,-0.222324458731
frozen_branch,n48,48,0.020833333333,5,1303,2.4,1,0.115731744077,0.157528634509,0.098015598012,-0.233937085537
frozen_branch,n48,48,0.020833333333,5,1303,2.4,2,0.041796890432,0.157528634509,0.098015598012,-0.233937085537
frozen_branch,n48,48,0.020833333333,5,1303,2.4,3,0.118637293478,0.157528634509,0.098015598012,-0.233937085537
frozen_branch,n48,48,0.020833333333,5,1303,2.4,4,0.062519821064,0.157528634509,0.098015598012,-0.233937085537
frozen_branch,n48,48,0.020833333333,5,1303,3.0,1,0.118182488395,0.160110683863,0.098088448625,-0.253181475642
frozen_branch,n48,48,0.020833333333,5,1303,3.0,2,0.041928195468,0.160110683863,0.098088448625,-0.253181475642
frozen_branch,n48,48,0.020833333333,5,1303,3.0,3,0.116414306282,0.160110683863,0.098088448625,-0.253181475642
frozen_branch,n48,48,0.020833333333,5,1303,3.0,4,0.062716019945,0.160110683863,0.098088448625,-0.253181475642
frozen_branch,n48,48,0.020833333333,5,1303,3.6,1,0.120759365043,0.162750686704,0.098174865456,-0.273792522527
frozen_branch,n48,48,0.020833333333,5,1303,3.6,2,0.041991321661,0.162750686704,0.098174865456,-0.273792522527
