hierarchy_label,level_id,n_side,h,ensemble_size,seed,tau,observable,value
frozen_branch,n48,48,0.020833333333,3,1303,0.0,localization_width,0.406258478875
frozen_branch,n48,48,0.020833333333,3,1303,0.0,spectral_distortion,-0.636241431019
frozen_branch,n48,48,0.020833333333,3,1303,0.0,mean_identity,0.999998116299
frozen_branch,n48,48,0.020833333333,3,1303,0.4,centroid_drift_x,-4.431714e-06
frozen_branch,n48,48,0.020833333333,3,1303,0.4,density_mode_amplitude,0.245723143485
frozen_branch,n48,48,0.020833333333,3,1303,0.4,density_redistribution_rate,6.0180068e-05
frozen_branch,n48,48,0.020833333333,3,1303,0.4,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,3,1303,0.4,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,3,1303,0.4,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,3,1303,0.4,localization_width,0.406043220213
frozen_branch,n48,48,0.020833333333,3,1303,0.4,spectral_distortion,-0.636066538046
frozen_branch,n48,48,0.020833333333,3,1303,0.4,mean_identity,0.999682557523
frozen_branch,n48,48,0.020833333333,3,1303,0.8,centroid_drift_x,-1.0909559e-05
frozen_branch,n48,48,0.020833333333,3,1303,0.8,density_mode_amplitude,0.245750769708
frozen_branch,n48,48,0.020833333333,3,1303,0.8,density_redistribution_rate,6.4622814e-05
frozen_branch,n48,48,0.020833333333,3,1303,0.8,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,3,1303,0.8,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,3,1303,0.8,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,3,1303,0.8,localization_width,0.405838067182
frozen_branch,n48,48,0.020833333333,3,1303,0.8,spectral_distortion,-0.635875968375
frozen_branch,n48,48,0.020833333333,3,1303,0.8,mean_identity,0.998827562824
frozen_branch,n48,48,0.020833333333,3,1303,1.2,centroid_drift_x,-1.9599796e-05
frozen_branch,n48,48,0.020833333333,3,1303,1.2,density_mode_amplitude,0.245782621105
frozen_branch,n48,48,0.020833333333,3,1303,1.2,density_redistribution_rate,6.9624706e-05
frozen_branch,n48,48,0.020833333333,3,1303,1.2,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,3,1303,1.2,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,3,1303,1.2,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,3,1303,1.2,localization_width,0.405642457034
frozen_branch,n48,48,0.020833333333,3,1303,1.2,spectral_distortion,-0.635671034728
frozen_branch,n48,48,0.020833333333,3,1303,1.2,mean_identity,0.997550868023
frozen_branch,n48,48,0.020833333333,3,1303,1.6,centroid_drift_x,-3.0578933e-05
frozen_branch,n48,48,0.020833333333,3,1303,1.6,density_mode_amplitude,0.245819408412
frozen_branch,n48,48,0.020833333333,3,1303,1.6,density_redistribution_rate,7.5210597e-05
frozen_branch,n48,48,0.020833333333,3,1303,1.6,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,3,1303,1.6,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,3,1303,1.6,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,3,1303,1.6,localization_width,0.405455563849
frozen_branch,n48,48,0.020833333333,3,1303,1.6,spectral_distortion,-0.635454268987
frozen_branch,n48,48,0.020833333333,3,1303,1.6,mean_identity,0.995946069497
frozen_branch,n48,48,0.020833333333,3,1303,2.0,centroid_drift_x,-4.3839163e-05
frozen_branch,n48,48,0.020833333333,3,1303,2.0,density_mode_amplitude,0.24586188281
frozen_branch,n48,48,0.020833333333,3,1303,2.0,density_redistribution_rate,8.1405676e-05
frozen_branch,n48,48,0.020833333333,3,1303,2.0,variance_growth,5.84276e-07
frozen_branch,n48,48,0.020833333333,3,1303,2.0,effective_diffusion_proxy,2.92138e-07
frozen_branch,n48,48,0.020833333333,3,1303,2.0,survival_fraction,1.0
