probe_name,hierarchy_label,level_id,n_side,h,ensemble_size,seed,terminal_low_k_fraction,terminal_low_k_power,terminal_fluctuation_slope,transport_character_index,shell_distance_count,shell_latency_span
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1301,0.715981206743,0.80290718974,-1.152803138896,236396402616.0,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1301,0.739255092363,0.838968134106,-1.287071540766,236396402616.0,2,0.0
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1301,0.870311979114,1.1514426392,-1.278217181772,0.068948950763,2,2.4
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1302,0.588989467729,0.671882885533,1.385840838054,592748124933.0,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1302,0.589035384743,0.674530009147,1.412115643297,592748124933.0,2,0.0
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1302,0.766661099537,0.851784280792,-0.640670832575,0.197582708311,2,0.4
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1303,0.588522050068,0.664918895069,1.313719085432,589846124533.0001,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1303,0.588513625257,0.664840399295,1.312878601753,589846124533.0001,2,0.0
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,3,1303,0.588889992858,0.669519554497,1.361879192432,0.058984612453,2,0.0
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1301,0.300327533624,0.351420193572,0.405701773354,0.782035580553,4,2.4
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1301,0.296854053367,0.344346484369,0.410377786059,1.17305337083,4,1.6
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1301,0.440859113357,0.34668214356,-0.224362336213,0.211913933471,4,0.4
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1302,0.703709979442,0.668859395533,0.411718322333,0.541547844471,4,4.2
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1302,0.685708805745,0.665070807799,0.623433114876,1.13725047339,4,2.0
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1302,0.741455870167,0.726926691525,-0.240413586674,0.127243348479,4,1.4
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1303,0.43696831579,0.381512825902,1.455581646978,589846124533.0001,4,0.0
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1303,0.452031560025,0.39540403449,1.536067639063,589846124533.0001,4,0.0
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,5,1303,0.109817431285,0.052407959391,-0.136650827795,0.183616295938,4,0.4
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1301,0.196776005549,0.160020593686,0.961688986738,0.56995040995,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1301,0.192953890686,0.154834651359,0.994621595014,0.306013922825,6,4.2
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1301,0.386060894973,0.252113747402,0.132934419061,0.114134922567,6,2.6
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1302,0.650009567645,0.651145415262,1.326939216494,0.213392983811,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1302,0.654314560611,0.636419953423,1.331530418736,0.440536023801,6,4.2
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1302,0.371768226969,0.250959502567,0.238919997701,0.105291945217,6,3.0
density_pulse,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1303,0.63995918662,0.535769009638,-0.581349606333,0.228864007838,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1303,0.641465357605,0.538530326028,-0.585125959674,0.228864007838,6,4.2
bias_onset,periodic_diagonal_augmented_control,n48,48,0.020833333333,7,1303,0.668782372511,0.339189956363,-1.100313165777,0.143556478568,6,2.6
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1301,0.707010048151,0.789879130908,-1.104759055754,236396402616.0,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1301,0.73110998109,0.825948953351,-1.238338961548,236396402616.0,2,0.0
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1301,0.893612703994,1.287338177083,-1.445091185274,0.048909600541,2,2.6
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1302,0.588817924861,0.66833288118,1.349656063576,592748124933.0,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1302,0.588842723442,0.668713823759,1.353594343829,592748124933.0,2,0.0
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1302,0.771221716727,0.855089646081,-0.669567812793,0.134715482939,2,0.4
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1303,0.588499660682,0.664711812619,1.311500337627,589846124533.0001,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1303,0.588490425358,0.66462778696,1.310598735161,589846124533.0001,2,0.0
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1303,0.588884749749,0.669423981969,1.360899632973,0.058984612453,2,0.0
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1301,0.316523619114,0.368542733597,0.362584956473,0.521357053702,4,3.6
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1301,0.31501302553,0.360631629557,0.355204219357,0.782035580553,4,2.4
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1301,0.445912566406,0.357050959962,-0.223990599678,0.165607534705,4,0.4
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1302,0.720301762628,0.667731862659,0.226992721428,0.541547844471,4,4.2
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1302,0.703734396308,0.661505101518,0.410626523602,0.75816698226,4,3.0
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1302,0.809876299884,0.738660706497,-0.711789143879,0.166426898545,4,1.4
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1303,0.415612841317,0.361338788277,1.369841659571,589846124533.0001,4,0.0
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1303,0.425977691261,0.370077162512,1.415149444396,589846124533.0001,4,0.0
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1303,0.255595945071,0.098061590549,-2.068131928188,0.186267197221,4,0.8
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1301,0.218037362274,0.177708180539,0.838807448425,0.527731861065,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1301,0.216874659347,0.173221704484,0.852373742634,0.306013922825,6,4.2
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1301,0.407517197353,0.270989113839,0.044853575728,0.104211063605,6,2.6
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1302,0.66925264457,0.644798329796,1.01843482104,0.216830497856,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1302,0.674104087217,0.625536423907,1.068755831466,0.355817557686,6,4.2
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1302,0.392633146322,0.245057310702,0.219402332017,0.087518599342,6,3.0
density_pulse,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1303,0.644131928798,0.535506428996,-0.5932737564,0.228864007838,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1303,0.645091060076,0.537015757167,-0.595980531537,0.228864007838,6,4.2
bias_onset,periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1303,0.460689028996,0.188727395157,0.469278587135,0.22949976346,6,1.2
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1301,0.702057709935,0.782873533118,-1.078997615324,236396402616.0,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1301,0.725283027784,0.816906221857,-1.204672166789,236396402616.0,2,0.0
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1301,0.889255609672,1.262679506971,-3.742991488574,0.048909600541,2,2.6
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1302,0.588686108051,0.666616660663,1.33173835961,592748124933.0,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1302,0.588641379426,0.66611697372,1.326466086642,592748124933.0,2,0.0
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1302,0.773605011224,0.856885120226,-0.684807660091,0.134715482939,2,0.4
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1303,0.5884905448,0.664628868639,1.31061034654,589846124533.0001,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1303,0.588484158312,0.664571214824,1.309991278843,589846124533.0001,2,0.0
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1303,0.588804464094,0.668135727103,1.347612388209,0.147461531133,2,0.0
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1301,0.327021739536,0.382633716547,0.340829613545,0.446877474602,4,4.2
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1301,0.327188777987,0.375046926927,0.326407418401,0.625628464443,4,3.0
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1301,0.445229237924,0.36871604137,-0.198061162498,0.165607534705,4,0.4
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1302,0.729532952591,0.668946052793,0.124363903374,0.541547844471,4,4.2
