control_id,sample_role,rank_correlation,nearest_neighbor_recovery,ordinal_relation_accuracy,graph_reconstruction_f1,holdout_relation_correlation,semantic_composite,passes_absolute_thresholds,target_minus_label_margin,status
target_geometry,target,0.23865184519,0.5,0.598130841121,0,0.774596669241,0.422275871111,False,0.340032880456,SETTING_SEMANTICS_NOT_ESTABLISHED
label_permuted_settings,label_permutation_control,-0.220752956801,0,0.411214953271,0,-0.258198889747,0.0822429906542,False,-0.340032880456,LABEL_CONTROL_DEGRADED
