event_id,seed,signal_to_noise,sample,sample_role,control_type,specificity_score,base_strain_proxy_score,ridge_coherence_score,phase_continuity_score,ridge_monotonicity,ridge_slope_hz,ridge_concentration,ridge_smoothness,phase_valid_fraction,phase_frequency_correlation,phase_smoothness,phase_range_hz
surrogate_05,6605,12.014560068248612,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.5871956774396184,0.6735908473383652,0.45781768145723356,0.5687871017238902,0.3333333333333333,-55.31607694602707,0.7956833679516382,0.7463167723135729,1.0,0.0,0.9705349376643547,99.76722825605
surrogate_05,6605,12.014560068248612,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.6066790937807739,0.7111193569067344,0.4051532028536496,0.6673746274664843,0.6190476190476191,38.58004467614185,0.40963726385102994,0.04098731252886201,1.0,0.30777680455831835,0.9258883336851425,98.47819749924236
surrogate_05,6605,12.014560068248612,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.44492651987856535,0.5090725222897122,0.3805557075177636,0.5839820372027187,0.5714285714285714,33.05573973000972,0.3756251385900995,0.24242958264552483,1.0,0.0,0.9184951530938584,123.60664484072142
surrogate_05,6605,12.014560068248612,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.5211417572589699,0.6536498985564971,0.2762032813564275,0.5671838655459425,0.47619047619047616,-31.590887595206823,0.4755792354646146,0.1620854415568116,1.0,0.0,0.9340449711947387,105.92792350653778
surrogate_06,6606,16.428457307254174,strain_proxy_target,target,none,0.9080685625839431,0.9697889353940996,0.8287175323687561,0.9247289116680544,0.6190476190476191,105.02223431898997,0.8316131533108752,0.7017238706611826,1.0,0.8721501491044695,0.9743237873691817,135.12310054658604
surrogate_06,6606,16.428457307254174,time_shuffle_control,negative_control,global_time_shuffle,0.358062990498927,0.26305175287788163,0.2551772639363846,0.7001351227515793,0.5238095238095238,12.230085166687644,0.3322776833739626,0.13200163544521548,1.0,0.23366456990524853,0.9000661566070411,157.24230873042498
surrogate_06,6606,16.428457307254174,phase_scramble_control,negative_control,fft_phase_scramble,0.4202246043090428,0.42570386189085596,0.36243217386081394,0.5930436400883468,0.47619047619047616,-48.16861247733377,0.5648504475445256,0.445318355420773,1.0,0.1279162864523462,0.9406876762624081,87.16918818161804
surrogate_06,6606,16.428457307254174,amplitude_preserving_surrogate_control,negative_control,iaaft_amplitude_spectrum_surrogate,0.3534748329800308,0.2969740123254011,0.27439640051916714,0.6059580980395388,0.42857142857142855,-43.20769355385747,0.4465632459083796,0.37295953093531586,1.0,0.14731595228105024,0.9368037556380145,93.07875193950983
surrogate_06,6606,16.428457307254174,sliding_window_scramble_control,negative_control,event_window_sliding_scramble,0.7691064138748245,0.7867302589638957,0.7323767479708755,0.8317959513056044,0.5238095238095238,71.32084658632934,0.746613147619228,0.5552239749741352,1.0,0.7380075202349861,0.9688910966360527,97.80446682441834
surrogate_06,6606,16.428457307254174,partial_overlap_scramble_control,negative_control,partial_event_overlap_scramble,0.6439505347872756,0.712801083173171,0.5362386124306868,0.6088920307254968,0.5714285714285714,-77.06748252977334,0.8122821672770069,0.7282349867498036,1.0,0.0,0.9707577564366368,134.25597901671728
