event_id,source_label,source_kind,seed,signal_to_noise,sample,sample_role,control_type,strain_proxy_score,memory_proxy_recoverability,event_localization_score,chirp_order_score,composition_alignment_score,permanence_score,event_energy_fraction,peak_time_error,centroid_slope_hz
surrogate_06,gw150914_like_surrogate,synthetic_surrogate,6506,16.428457307254174,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.6779097910048216,0.9831768397703553,0.8826704545454547,0.0,0.7616770913360936,0.9817455049625152,0.9783178134981021,0.08066406249999991,-119.00616188301838
surrogate_06,gw150914_like_surrogate,synthetic_surrogate,6506,16.428457307254174,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.8365368489078228,0.8978177234053683,0.9198863636363636,0.7663909830061013,0.7339303320872667,0.6490817481932651,0.7531374230235043,0.05507812500000009,36.87649314036594
surrogate_06,gw150914_like_surrogate,synthetic_surrogate,6506,16.428457307254174,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.21551876965822417,0.6307057085749167,0.0,0.0,0.0,0.0,0.009804729244897524,0.3070312500000001,-22.887526103699486
surrogate_06,gw150914_like_surrogate,synthetic_surrogate,6506,16.428457307254174,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.7675987485574834,0.9918099192884795,0.8502840909090909,0.42668503078016307,0.6883311583162934,0.979587298974804,0.9629656115050323,0.10292968750000009,14.936413710309893
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,strain_proxy_target,target,none,0.9485035716397473,0.9872996871544362,0.9252840909090911,0.9938964186547888,0.8339217143613109,0.954579083891729,0.967719134751028,0.05136718749999991,95.64248810304107
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,time_shuffle_control,negative_control,global_time_shuffle,0.28123903983450654,0.6387411686840199,0.0,0.2125739779481405,0.0,0.3361927685141745,0.1387445953956404,0.7974609374999999,2.2280538412471174
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,phase_scramble_control,negative_control,fft_phase_scramble,0.3232965845256798,0.7772177784601492,0.0,0.17,0.0,0.6619691067677853,0.08617026352309233,0.3726562499999999,-28.11718723817509
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,amplitude_preserving_surrogate_control,negative_control,iaaft_amplitude_spectrum_surrogate,0.46963862393820915,0.6807852319345903,0.4613956024433218,0.17,0.5199033390548033,0.20682006205462447,0.373313214702647,0.04062499999999991,-3.057293603383698
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,sliding_window_scramble_control,negative_control,event_window_sliding_scramble,0.7293131739005116,0.9552219852451969,0.8488636363636364,0.49689486861110155,0.4504188929708228,0.8549809838895128,0.8948673349954924,0.10390625000000009,30.99251770569964
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,partial_overlap_scramble_control,negative_control,partial_event_overlap_scramble,0.6920414171498726,0.9785136418691183,0.9252840909090911,0.0,0.8029329139326824,0.9547030933963261,0.9681944010322105,0.05136718749999991,-84.98561010266732
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.6959641672152462,0.9763836506734809,0.9409090909090911,0.0,0.809738390063484,0.9543236398558306,0.9678998988901444,0.04062499999999991,-85.47013224328853
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.7327879245048808,0.9616145038008678,0.8897727272727275,0.27552013799428104,0.7290632714239031,0.8705545895325973,0.9168921814274099,0.07578124999999991,5.466191672290449
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.29653874902533633,0.7279722532994003,0.0,0.17,0.0,0.2789116834174084,0.21003423978345348,0.4623046875000001,-34.965160694810976
surrogate_07,gw150914_like_surrogate,synthetic_surrogate,6507,16.954150196524115,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.7065041989270423,0.9839137377168045,0.8272727272727275,0.1992832395205387,0.7129377069427104,0.9490240058145809,0.953714838277107,0.11874999999999991,1.612487663315619
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,strain_proxy_target,target,none,0.9392267165872608,0.9832407418678606,0.9440340909090909,0.9765229268881481,0.7892854644422223,0.9475108643669687,0.9442929518773295,0.03847656250000009,93.6269678687384
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,time_shuffle_control,negative_control,global_time_shuffle,0.24478620170512905,0.6822528184314133,0.0,0.0,0.0,0.4429275997130318,0.08758172492771926,0.5152343749999999,-29.286705148575948
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,phase_scramble_control,negative_control,fft_phase_scramble,0.24486574067078615,0.5882765828089875,0.0,0.17,0.0,0.0,0.1487536021153308,0.3763671875000001,-1.8306746137739651
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,amplitude_preserving_surrogate_control,negative_control,iaaft_amplitude_spectrum_surrogate,0.2555427551587424,0.6334134462163069,0.0,0.07345605541915236,0.0,0.6940190992299723,0.13823132233752478,0.5035156249999999,0.8820042735033553
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,sliding_window_scramble_control,negative_control,event_window_sliding_scramble,0.7110538547702256,0.9019537583933506,0.6310327820110888,0.7111058111208057,0.43328703785514217,0.7061909470090603,0.6822637049603512,0.2017578124999999,14.619536946578052
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,partial_overlap_scramble_control,negative_control,partial_event_overlap_scramble,0.6349995385064539,0.9746526109236396,0.8102272727272729,0.0,0.625033649260833,0.9450502915261292,0.9439265896946053,0.1304687499999999,-84.88463851847982
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.6303940124689371,0.968530114950102,0.8102272727272729,0.0,0.608882203974094,0.9463234052936464,0.9457418238710436,0.1304687499999999,-83.94305086625758
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.7142675595099945,0.9407963628024876,0.9241477272727272,0.25284001997679095,0.6583293927166695,0.8060728428397277,0.7754360341105672,0.05214843750000009,6.009958914235369
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.31516607810016306,0.8394453718344783,0.06527320524572683,0.0,0.017655731200744103,0.5858811124429455,0.26157255802213325,0.2124999999999999,-16.243531414407215
surrogate_08,gw150914_like_surrogate,synthetic_surrogate,6508,12.74995155770915,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.7666605354605409,0.9786973578834589,0.719318181818182,0.648199381386116,0.5572296271599346,0.9411824184316901,0.9357067743815571,0.1929687499999999,56.269062135918915
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,strain_proxy_target,target,none,0.9176462858530606,0.9820004940757976,0.9366477272727274,0.9046204321186193,0.7794651507123246,0.9499816346271139,0.9602240354167426,0.04355468749999991,71.68345185860804
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,time_shuffle_control,negative_control,global_time_shuffle,0.3247245475973437,0.6144339658538255,0.0806702554370468,0.31603398902647006,0.08410259016876348,0.10655414670667282,0.281689018863624,0.5697265625000001,10.65792411299563
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,phase_scramble_control,negative_control,fft_phase_scramble,0.44633931442854,0.7827656738218117,0.37151659210030347,0.17,0.26248315596883837,0.494205625566969,0.4935862174884672,0.2105468749999999,-3.36609601628885
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,amplitude_preserving_surrogate_control,negative_control,iaaft_amplitude_spectrum_surrogate,0.27830488208745785,0.6229213798140318,0.02022320115966226,0.17,0.06521642516170821,0.23877859374972715,0.23546480088680055,0.6236328124999999,-21.434699312643232
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,sliding_window_scramble_control,negative_control,event_window_sliding_scramble,0.707544966834536,0.9107649042019555,0.8644886363636364,0.493249930598203,0.40777136270937264,0.7462244073928549,0.7935072096628369,0.09316406250000009,32.588595301717135
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,partial_overlap_scramble_control,negative_control,partial_event_overlap_scramble,0.6867465029261065,0.9767033168745696,0.9366477272727274,0.0,0.7613363593626189,0.9492931201114891,0.9592523423562889,0.04355468749999991,-64.43036269563513
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.6794304726421416,0.9749265976390834,0.9125000000000002,0.0,0.7527252349909923,0.9496645808519013,0.9599701255432186,0.06015624999999991,-64.87854868347014
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.8133215296544609,0.9531559446386694,0.9181818181818183,0.5705578213787674,0.7512105065339408,0.8499315120337145,0.8946336242118638,0.05624999999999991,31.726019598799866
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.23948789894521275,0.5709287062748798,0.0,0.17,0.0,0.0,0.018660382665477718,0.4585937499999999,-13.240678165905194
surrogate_09,gw150914_like_surrogate,synthetic_surrogate,6509,10.547206177379163,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.5841498818905169,0.9724530586841486,0.6980113636363638,0.0,0.4760050366240794,0.9402025824112417,0.9069647591705442,0.2076171874999999,-22.375800881127816
surrogate_10,gw150914_like_surrogate,synthetic_surrogate,6510,13.87273091312312,strain_proxy_target,target,none,0.9524742819469502,0.9918543944440866,0.9664772727272729,0.945536154573952,0.8629177332663436,0.9764788790172274,0.97067314428962,0.02304687499999991,81.11290549715955
surrogate_10,gw150914_like_surrogate,synthetic_surrogate,6510,13.87273091312312,time_shuffle_control,negative_control,global_time_shuffle,0.4149917490055576,0.6221095377546494,0.0,0.793932221448904,0.0,0.12182456464633995,0.2046506623752523,0.3675781250000001,40.71801453161919
surrogate_10,gw150914_like_surrogate,synthetic_surrogate,6510,13.87273091312312,phase_scramble_control,negative_control,fft_phase_scramble,0.15696991520031975,0.42868450024425625,0.0,0.0,0.0,0.13592400415334321,0.041998649333589225,0.6392578124999999,-22.54409295352761
surrogate_10,gw150914_like_surrogate,synthetic_surrogate,6510,13.87273091312312,amplitude_preserving_surrogate_control,negative_control,iaaft_amplitude_spectrum_surrogate,0.2859152903955633,0.6950211416382887,0.11204545454545443,0.0,0.08121093749999989,0.40009590375646054,0.17704341338559668,0.1429687500000001,-19.6832435783964
surrogate_10,gw150914_like_surrogate,synthetic_surrogate,6510,13.87273091312312,sliding_window_scramble_control,negative_control,event_window_sliding_scramble,0.7521517899550157,0.975759399769076,0.8488636363636364,0.48889439338854607,0.5457318709717728,0.930611987142141,0.9113184920778005,0.10390625000000009,38.31856143068367
