sample,sample_role,control_type,supertranslation_specificity_score,final_recoverability,multipole_address_score,event_order_score,permanence_score,leakage_control_score,generic_smoothness_score,recovered_target_correlation,recovered_amplitude,address_correlation,band_power_score,event_time_score,plateau_stability,off_band_leakage
multipole_supertranslation_target,target,none,0.9800253198136276,0.9998947108728253,0.9999043266423836,0.9878518745118678,0.9956975861656876,0.9999593867624249,0.23822228357651853,0.9999965442866924,1.0001382929414018,0.9999997933503049,0.9995842203996985,0.9865546218487395,0.9910366378451825,6.498118012010501e-06
single_pole_memory_control,negative_control,single_l2_step,0.26250638282855,0.25978475514535554,0.099995707851315,0.32362784331166844,0.22006109566262586,0.9999570785131499,0.3759475095922943,-0.000158894763012099,0.9997102473110555,-0.00015889530861456415,0.0,0.3316526610644259,0.0,6.8674378960187354e-06
event_order_shuffle_control,negative_control,right_modes_wrong_order,0.7510410971358147,0.9998876465751505,0.9997223918709663,0.31428207546704284,0.996283523756559,0.9999675482366929,0.23814488572492865,0.99999679436856,0.9998519483070986,0.9999993905114121,0.9987547795433488,0.0,0.9922573411594982,5.19228212914058e-06
coefficient_scramble_control,negative_control,right_bands_wrong_coefficients,0.20172111921909255,0.25983219216993325,0.31986124900404156,0.0,0.2200239455968048,0.9999517166687591,0.1996514454845595,-6.22726187753634e-05,0.9997741048441409,-6.22728593151355e-05,0.9993912606234803,0.0,0.0,7.72533299853162e-06
coordinate_permutation_control,negative_control,node_identity_permutation,0.2324224912111127,0.2599708602598795,0.0,0.24972589091824612,0.654789860281061,0.0,0.0,-0.05328847884073035,1.0000392265732392,-0.13815377312409396,0.0,0.3019607843137255,0.8631114323442391,0.8512211678312289
transient_multipole_control,negative_control,multipole_bursts_without_memory,0.21882954974059177,0.06332669414362362,0.3187365355345537,0.3736264321549058,0.0007799052704707929,0.0,0.0,0.08557661370759947,0.0025892687707553554,0.24977177140025383,0.6767805953744594,0.653781512605042,0.0,0.8826120585299758
smooth_supertranslation_decoy,negative_control,smooth_wrong_band_step_sequence,0.11789488797196018,0.15806605278608088,0.0,0.10610836440099584,0.22002039164789441,0.0,0.7639770246367952,-4.6621007045082596e-05,1.1372187750956604,-0.0001000534974413822,0.0,0.0,0.0,0.7828805390624836
stochastic_multipole_drift_control,negative_control,smooth_random_walk_no_event_lock,0.18447964143537407,0.0,0.1263841796819387,0.30671639522923977,0.15207695715102365,0.9998697526208756,0.004888346275395583,-0.031680771033949263,0.5422071492923554,-0.03168110114610044,0.1199872928175052,0.27394957983193274,0.0,2.0839580659903767e-05
