verdict,recovery_rate,branch_identity_persistence,closure_fidelity,control_margin,variance_bound,ablation_balance,authoritative_mode,optional_scalar,scalar_formula,scalar_warnings,generalized_cst_selectivity,target_distance_mean,target_distance_std,control_distance_mean,control_distance_std
FAIL,1.0,1.0,0.7902628700384277,0.07662360676767074,0.8032292369819133,1.0,vector,0.7783526189646687,"mean(recovery_rate, branch_identity_persistence, closure_fidelity, clipped_control_margin, variance_bound, ablation_balance)",['scalar compression is heuristic; vector fields are authoritative'],"{'label': 'generalized CST selectivity', 'not_physical_q': True, 'recoverable_signal_strength': 0.7902628700384277, 'noise_floor': 0.7136392632707569, 'epsilon': 1e-06, 'generalized_cst_selectivity': 1.107370222900137, 'signal_variance': 0.01574166104144693, 'epsilon_sensitivity': [{'epsilon': 1e-09, 'generalized_cst_selectivity': 1.107370222900137}, {'epsilon': 1e-06, 'generalized_cst_selectivity': 1.107370222900137}, {'epsilon': 0.001, 'generalized_cst_selectivity': 1.107370222900137}]}",0.20973712996157232,0.015741661041446937,0.28636073672924306,0.14878357790023228
