left_observation_id,right_observation_id,left_kind,right_kind,left_control_group,right_control_group,left_signature_id,right_signature_id,scalar_distance,scalar_enabled,disabled_components,warnings
obs_c21d789f14a613fc6b0083e2,obs_57e35110e54898bdbe032c98,target,derived_control,target,shuffled_structure_control,bsig_53d374d66c9dffe0861a6d49,bsig_bb01a7c1d0ca9b191d52310d,0.26163704669340443,True,,
obs_c21d789f14a613fc6b0083e2,obs_2d439625692f7d83d54dd8c5,target,derived_control,target,shuffled_structure_control,bsig_53d374d66c9dffe0861a6d49,bsig_bb01a7c1d0ca9b191d52310d,0.3660254873670488,True,,
obs_c21d789f14a613fc6b0083e2,obs_ee93d740f305035b42ac22c5,target,derived_control,target,shuffled_structure_control,bsig_53d374d66c9dffe0861a6d49,bsig_bb01a7c1d0ca9b191d52310d,0.2862392796378659,True,,
obs_c21d789f14a613fc6b0083e2,obs_590502ed80ee4f9526a00243,target,derived_control,target,shuffled_structure_control,bsig_53d374d66c9dffe0861a6d49,bsig_bb01a7c1d0ca9b191d52310d,0.3368349746453603,True,,
obs_c21d789f14a613fc6b0083e2,obs_cd8cd88cb9618af0705bbf06,target,derived_control,target,randomized_edge_control,bsig_53d374d66c9dffe0861a6d49,bsig_3b1c1a5f56bb03b20611587b,0.17182539682539683,True,,
obs_c21d789f14a613fc6b0083e2,obs_448f4e11eb5a27dd4f60b644,target,derived_control,target,randomized_edge_control,bsig_53d374d66c9dffe0861a6d49,bsig_3b1c1a5f56bb03b20611587b,0.3320065290439824,True,,
obs_c21d789f14a613fc6b0083e2,obs_fa7bd1db2d6a1d5f66733a16,target,derived_control,target,randomized_edge_control,bsig_53d374d66c9dffe0861a6d49,bsig_3b1c1a5f56bb03b20611587b,0.27552593558229327,True,,
obs_c21d789f14a613fc6b0083e2,obs_3f3cbf5fee77e89478120a3b,target,derived_control,target,randomized_edge_control,bsig_53d374d66c9dffe0861a6d49,bsig_3b1c1a5f56bb03b20611587b,0.3799143762559377,True,,
obs_c21d789f14a613fc6b0083e2,obs_ddbc298f7c4df1aede53d5d6,target,derived_control,target,randomized_edge_control,bsig_53d374d66c9dffe0861a6d49,bsig_3b1c1a5f56bb03b20611587b,0.3001281685267547,True,,
obs_c21d789f14a613fc6b0083e2,obs_3f2760e857afefe81bf772fe,target,derived_control,target,randomized_edge_control,bsig_53d374d66c9dffe0861a6d49,bsig_3b1c1a5f56bb03b20611587b,0.3507238635342491,True,,
obs_c21d789f14a613fc6b0083e2,obs_1aa1fc186c905e7ffa16d2d4,target,derived_control,target,degraded_signal_control,bsig_53d374d66c9dffe0861a6d49,bsig_8527b27b7d47cca4b9594df9,0.3119372450535912,True,,
obs_c21d789f14a613fc6b0083e2,obs_e9c8066d01dd67e1f9d375ef,target,derived_control,target,degraded_signal_control,bsig_53d374d66c9dffe0861a6d49,bsig_1095c101d561009a130e1133,0.36238568296470997,True,,
obs_c21d789f14a613fc6b0083e2,obs_aabd161899dc613ecf88b1d9,target,derived_control,target,degraded_signal_control,bsig_53d374d66c9dffe0861a6d49,bsig_5fc2cc8106fba2b64bc8c905,0.3295644401014004,True,,
obs_c21d789f14a613fc6b0083e2,obs_322c862d474a379bd8df7674,target,derived_control,target,degraded_signal_control,bsig_53d374d66c9dffe0861a6d49,bsig_1095c101d561009a130e1133,0.40057886479257454,True,,
obs_c21d789f14a613fc6b0083e2,obs_4ef6a9c1a3b2d0659064e20b,target,derived_control,target,degraded_signal_control,bsig_53d374d66c9dffe0861a6d49,bsig_8527b27b7d47cca4b9594df9,0.3376259582326916,True,,
obs_c21d789f14a613fc6b0083e2,obs_7d8b6ee929f2a0a0cf7af8f5,target,derived_control,target,degraded_signal_control,bsig_53d374d66c9dffe0861a6d49,bsig_1095c101d561009a130e1133,0.36679202870147115,True,,
obs_c21d789f14a613fc6b0083e2,obs_b41d2dded4b9ccd5ecd128d5,target,derived_control,target,label_permutation_control,bsig_53d374d66c9dffe0861a6d49,bsig_8e7a52f1a727043c61e5d5c2,0.21688034188034186,True,,
