hierarchy_label,level_id,n_side,h,ensemble_size,seed,probe_name,distance_band,mean_latency,latency_std,front_distance,front_ordering_valid,chain_signature
frozen_branch,n60,60,0.016666666667,5,1303,bias_onset,far,2.1,0.9,0.3,False,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_far>front_near
frozen_branch,n60,60,0.016666666667,7,1301,density_pulse,near,0.666667,0.942809041582,0.733333333333,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n60,60,0.016666666667,7,1301,density_pulse,far,1.4,1.979898987322,0.733333333333,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n60,60,0.016666666667,7,1301,candidate_removal,near,0.4,0.565685424949,2.4,True,dispersion_half>low_k_half>radius_half>spectral_half>front_near>width_half>front_far
frozen_branch,n60,60,0.016666666667,7,1301,candidate_removal,far,2.8,1.979898987322,2.4,True,dispersion_half>low_k_half>radius_half>spectral_half>front_near>width_half>front_far
frozen_branch,n60,60,0.016666666667,7,1301,bias_onset,near,1.733333,0.188561808316,1.733333333333,True,low_k_half>dispersion_half>radius_half>front_near>spectral_half>width_half>front_far
frozen_branch,n60,60,0.016666666667,7,1301,bias_onset,far,3.466667,1.03708994574,1.733333333333,True,low_k_half>dispersion_half>radius_half>front_near>spectral_half>width_half>front_far
frozen_branch,n60,60,0.016666666667,7,1302,density_pulse,near,4.2,0.0,2.8,False,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_far>front_near
frozen_branch,n60,60,0.016666666667,7,1302,density_pulse,far,1.4,1.979898987322,2.8,False,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_far>front_near
frozen_branch,n60,60,0.016666666667,7,1302,candidate_removal,near,3.8,0.565685424949,3.8,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n60,60,0.016666666667,7,1302,candidate_removal,far,0.0,0.0,3.8,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n60,60,0.016666666667,7,1302,bias_onset,near,2.8,1.232882800594,1.0,True,low_k_half>dispersion_half>spectral_half>width_half>front_near>radius_half>front_far
frozen_branch,n60,60,0.016666666667,7,1302,bias_onset,far,3.8,0.565685424949,1.0,True,low_k_half>dispersion_half>spectral_half>width_half>front_near>radius_half>front_far
frozen_branch,n60,60,0.016666666667,7,1303,density_pulse,near,1.4,1.979898987322,1.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n60,60,0.016666666667,7,1303,density_pulse,far,2.8,1.979898987322,1.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n60,60,0.016666666667,7,1303,candidate_removal,near,1.4,1.979898987322,1.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n60,60,0.016666666667,7,1303,candidate_removal,far,2.8,1.979898987322,1.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n60,60,0.016666666667,7,1303,bias_onset,near,1.6,0.0,0.533333333333,True,low_k_half>dispersion_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n60,60,0.016666666667,7,1303,bias_onset,far,2.133333,1.049867716535,0.533333333333,True,low_k_half>dispersion_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,3,1301,density_pulse,near,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1301,density_pulse,far,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1301,candidate_removal,near,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1301,candidate_removal,far,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1301,bias_onset,near,4.2,0.0,2.6,False,low_k_half>dispersion_half>spectral_half>front_far>radius_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,3,1301,bias_onset,far,1.6,0.0,2.6,False,low_k_half>dispersion_half>spectral_half>front_far>radius_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,3,1302,density_pulse,near,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1302,density_pulse,far,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1302,candidate_removal,near,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1302,candidate_removal,far,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1302,bias_onset,near,2.4,0.0,0.4,False,low_k_half>dispersion_half>spectral_half>front_far>radius_half>front_near>width_half
frozen_branch,n72,72,0.013888888889,3,1302,bias_onset,far,2.0,0.0,0.4,False,low_k_half>dispersion_half>spectral_half>front_far>radius_half>front_near>width_half
frozen_branch,n72,72,0.013888888889,3,1303,density_pulse,near,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1303,density_pulse,far,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1303,candidate_removal,near,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1303,candidate_removal,far,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,3,1303,bias_onset,near,1.2,0.0,0.0,True,low_k_half>spectral_half>dispersion_half>front_far>front_near>radius_half>width_half
frozen_branch,n72,72,0.013888888889,3,1303,bias_onset,far,1.2,0.0,0.0,True,low_k_half>spectral_half>dispersion_half>front_far>front_near>radius_half>width_half
frozen_branch,n72,72,0.013888888889,5,1301,density_pulse,near,2.1,2.1,2.1,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,5,1301,density_pulse,far,0.0,0.0,2.1,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,5,1301,candidate_removal,near,2.1,2.1,2.1,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,5,1301,candidate_removal,far,0.0,0.0,2.1,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,5,1301,bias_onset,near,2.0,0.4,0.4,False,low_k_half>dispersion_half>spectral_half>front_far>radius_half>front_near>width_half
frozen_branch,n72,72,0.013888888889,5,1301,bias_onset,far,1.6,0.0,0.4,False,low_k_half>dispersion_half>spectral_half>front_far>radius_half>front_near>width_half
frozen_branch,n72,72,0.013888888889,5,1302,density_pulse,near,2.1,2.1,2.1,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
