hierarchy_label,level_id,n_side,h,ensemble_size,seed,probe_name,perturbation_kind,event_time_distance,chain_distance,graph_distance,front_latency_distance,primary_parameter_distance
periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1301,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1301,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.083157894737,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1302,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1302,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1302,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.065,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1303,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1303,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,3,1303,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.087777777778,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1301,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1301,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1301,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.062105263158,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1302,bias_onset,density_gradient_plus,0.057142857143,0.0,0.114285714286,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1302,bias_onset,amplitude_shift,0.057142857143,0.0,0.114285714286,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1302,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.072,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1303,bias_onset,density_gradient_plus,0.057142857143,0.047619047619,0.114285714286,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1303,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,5,1303,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.051428571429,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1301,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1301,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1301,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.072380952381,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1302,bias_onset,density_gradient_plus,0.142857142857,0.142857142857,0.260869565217,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1302,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1302,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.079,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1303,bias_onset,density_gradient_plus,0.057142857143,0.0,0.126315789474,0.0,0.0
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1303,bias_onset,amplitude_shift,0.2,0.095238095238,0.321212121212,0.3,0.124959748279
periodic_diagonal_augmented_control,n60,60,0.016666666667,7,1303,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.031578947368,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1301,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1301,bias_onset,amplitude_shift,0.057142857143,0.0,0.126315789474,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1301,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.083157894737,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1302,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1302,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1302,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.065,0.0,0.0
