source_file,sheet_name,trace_id,distance_um,thickness_nm,time_ps,computed_target_band_intensity,normalized_intensity
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,44.71116,50.0000757,0.1006843603
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,49.71116,18.02059197,0.03628778056
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,54.71116,76.84618603,0.1547439474
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,59.71116,109.945715,0.2213959446
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,64.71116,176.2138206,0.3548389791
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,69.71116,268.2511237,0.5401730383
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,74.71116,345.4699845,0.6956674348
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,79.71116,418.6781801,0.8430856186
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,84.71116,413.78331,0.8332288962
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,89.71116,496.6022085,1
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,94.71116,464.3533015,0.935060887
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,99.71116,464.4824484,0.935320948
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,104.71116,436.2350463,0.8784396018
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,109.71116,474.9421606,0.9563835047
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,114.71116,322.8263732,0.6500703535
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,119.71116,354.1913529,0.7132295163
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,124.71116,308.1287268,0.6204739357
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,129.71116,238.2188634,0.4796975513
outputs/raw/Source data Fig.2.xlsx,Fig.2b,Source_data_Fig.2_Fig.2b_dR_R_6um,6,96,134.71116,406.0508378,0.8176581394
