pair_type,mode,left_observation_id,right_observation_id,left_group,right_group,equivalent,available_component_count,failure_reasons,boundary_hits,boundary_sensitive,hash_equality_used_for_equivalence,component_results_json
target_control:phase_2_2_invariant_control,exploratory,obs_15dfea45916d6869fc8b2e34,obs_993a974862a984fd3f92c8a7,target,phase_2_2_invariant_control,False,6,d_inv=0.861395906996 > 0.45,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.45, ""value"": 0.861395906995802, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,strict,obs_8e2a3670273441ac539de39a,obs_2efe73990c37591f3bffed38,target,phase_2_2_invariant_control,False,6,d_inv=0.707245149644 > 0.4,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.4, ""value"": 0.7072451496436657, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,exploratory,obs_8e2a3670273441ac539de39a,obs_2efe73990c37591f3bffed38,target,phase_2_2_invariant_control,False,6,d_inv=0.707245149644 > 0.45,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.45, ""value"": 0.7072451496436657, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,strict,obs_423d19db444cd1e59704599b,obs_0ef55eafbbbf0c0b294d37bb,target,phase_2_2_invariant_control,False,6,d_inv=0.850723886533 > 0.4,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.4, ""value"": 0.850723886533136, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,exploratory,obs_423d19db444cd1e59704599b,obs_0ef55eafbbbf0c0b294d37bb,target,phase_2_2_invariant_control,False,6,d_inv=0.850723886533 > 0.45,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.45, ""value"": 0.850723886533136, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,strict,obs_0fcedd9b2f9a3aa20b670c73,obs_636101efe48fe1e0db71431c,target,phase_2_2_invariant_control,False,6,d_inv=0.748807152809 > 0.4,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.4, ""value"": 0.7488071528085204, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,exploratory,obs_0fcedd9b2f9a3aa20b670c73,obs_636101efe48fe1e0db71431c,target,phase_2_2_invariant_control,False,6,d_inv=0.748807152809 > 0.45,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.45, ""value"": 0.7488071528085204, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,strict,obs_4b796329fed4f21f3f9c32db,obs_d64ba5eb22c30573e11a7417,target,phase_2_2_invariant_control,False,6,d_inv=0.851035080702 > 0.4,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.4, ""value"": 0.8510350807015988, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,exploratory,obs_4b796329fed4f21f3f9c32db,obs_d64ba5eb22c30573e11a7417,target,phase_2_2_invariant_control,False,6,d_inv=0.851035080702 > 0.45,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.45, ""value"": 0.8510350807015988, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_structural_control,strict,obs_1a5fe18454a72c010723b68e,obs_a3c9233e002d4cdee5dc75f6,target,phase_2_2_structural_control,False,6,d_addr=0.25 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_structural_control,exploratory,obs_1a5fe18454a72c010723b68e,obs_a3c9233e002d4cdee5dc75f6,target,phase_2_2_structural_control,True,6,,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.5, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_structural_control,strict,obs_15dfea45916d6869fc8b2e34,obs_5cea029c13d8453fdc6a73a8,target,phase_2_2_structural_control,False,6,d_addr=0.25 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_structural_control,exploratory,obs_15dfea45916d6869fc8b2e34,obs_5cea029c13d8453fdc6a73a8,target,phase_2_2_structural_control,True,6,,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.5, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_structural_control,strict,obs_8e2a3670273441ac539de39a,obs_a9bdebd6e52a36a6ff89548d,target,phase_2_2_structural_control,False,6,d_addr=0.25 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_structural_control,exploratory,obs_8e2a3670273441ac539de39a,obs_a9bdebd6e52a36a6ff89548d,target,phase_2_2_structural_control,True,6,,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.5, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_structural_control,strict,obs_423d19db444cd1e59704599b,obs_524077c2515f18b762e7ca0f,target,phase_2_2_structural_control,False,6,d_addr=0.25 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_structural_control,exploratory,obs_423d19db444cd1e59704599b,obs_524077c2515f18b762e7ca0f,target,phase_2_2_structural_control,True,6,,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.5, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_structural_control,strict,obs_0fcedd9b2f9a3aa20b670c73,obs_600086fc1640d225eae13699,target,phase_2_2_structural_control,False,6,d_addr=0.25 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_structural_control,exploratory,obs_0fcedd9b2f9a3aa20b670c73,obs_600086fc1640d225eae13699,target,phase_2_2_structural_control,True,6,,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.5, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_structural_control,strict,obs_4b796329fed4f21f3f9c32db,obs_3c0c28571136df68b55f692a,target,phase_2_2_structural_control,False,6,d_addr=0.25 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_structural_control,exploratory,obs_4b796329fed4f21f3f9c32db,obs_3c0c28571136df68b55f692a,target,phase_2_2_structural_control,True,6,,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.5, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.14285714285714285, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_spectral_control,strict,obs_1a5fe18454a72c010723b68e,obs_d9f1777dfb25e284eeccaf9f,target,phase_2_2_spectral_control,False,6,d_spec=0.811674797577 > 0.5,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.5, ""value"": 0.8116747975769204, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,exploratory,obs_1a5fe18454a72c010723b68e,obs_d9f1777dfb25e284eeccaf9f,target,phase_2_2_spectral_control,False,6,d_spec=0.811674797577 > 0.55,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.55, ""value"": 0.8116747975769204, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,strict,obs_15dfea45916d6869fc8b2e34,obs_3bd9cc24ec03efa2bc67fb6a,target,phase_2_2_spectral_control,False,6,d_spec=0.653622045026 > 0.5,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.5, ""value"": 0.6536220450257075, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,exploratory,obs_15dfea45916d6869fc8b2e34,obs_3bd9cc24ec03efa2bc67fb6a,target,phase_2_2_spectral_control,False,6,d_spec=0.653622045026 > 0.55,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.55, ""value"": 0.6536220450257075, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
