pair_type,mode,left_observation_id,right_observation_id,left_group,right_group,equivalent,available_component_count,failure_reasons,boundary_hits,boundary_sensitive,hash_equality_used_for_equivalence,component_results_json
target_control:randomized_edge_control,strict,obs_15dfea45916d6869fc8b2e34,obs_8900fb7fe3eaba076a789ee6,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.16666666666666666, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,exploratory,obs_15dfea45916d6869fc8b2e34,obs_8900fb7fe3eaba076a789ee6,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.16666666666666666, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,strict,obs_8e2a3670273441ac539de39a,obs_b1d77d51d00a56d26a76bf13,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.05,d_time,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.23809523809523808, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,exploratory,obs_8e2a3670273441ac539de39a,obs_b1d77d51d00a56d26a76bf13,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.23809523809523808, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,strict,obs_423d19db444cd1e59704599b,obs_b33bc77b5e5e549dbdedd5e3,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.16666666666666666, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,exploratory,obs_423d19db444cd1e59704599b,obs_b33bc77b5e5e549dbdedd5e3,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.16666666666666666, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,strict,obs_0fcedd9b2f9a3aa20b670c73,obs_6f69814936292b09dd18e84c,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.4, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,exploratory,obs_0fcedd9b2f9a3aa20b670c73,obs_6f69814936292b09dd18e84c,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.4, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,strict,obs_4b796329fed4f21f3f9c32db,obs_33a770c6deb0c60f951d4482,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.16666666666666666, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:randomized_edge_control,exploratory,obs_4b796329fed4f21f3f9c32db,obs_33a770c6deb0c60f951d4482,target,randomized_edge_control,False,6,d_addr=0.416666666667 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.16666666666666666, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,strict,obs_1a5fe18454a72c010723b68e,obs_df6bd63d4ea4f66e9890768b,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.4, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,exploratory,obs_1a5fe18454a72c010723b68e,obs_df6bd63d4ea4f66e9890768b,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.4, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,strict,obs_15dfea45916d6869fc8b2e34,obs_87551ea8b2b9c797843f600f,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,exploratory,obs_15dfea45916d6869fc8b2e34,obs_87551ea8b2b9c797843f600f,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,strict,obs_8e2a3670273441ac539de39a,obs_dcfe2a58eca6c0b9e9c2a07b,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.19047619047619047, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,exploratory,obs_8e2a3670273441ac539de39a,obs_dcfe2a58eca6c0b9e9c2a07b,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.19047619047619047, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,strict,obs_423d19db444cd1e59704599b,obs_1522cd85ce8eecb80ea222f7,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,exploratory,obs_423d19db444cd1e59704599b,obs_1522cd85ce8eecb80ea222f7,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,strict,obs_0fcedd9b2f9a3aa20b670c73,obs_a1385b47c97d83ece629aced,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.4, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,exploratory,obs_0fcedd9b2f9a3aa20b670c73,obs_a1385b47c97d83ece629aced,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.4, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,strict,obs_4b796329fed4f21f3f9c32db,obs_809864511f78fa4554b81eb9,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:shuffled_structure_control,exploratory,obs_4b796329fed4f21f3f9c32db,obs_809864511f78fa4554b81eb9,target,shuffled_structure_control,False,6,d_addr=0.333333333333 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.45454545454545453, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.21428571428571427, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.3333333333333333, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,strict,obs_1a5fe18454a72c010723b68e,obs_736a243b00d05a7f03003eab,target,phase_2_2_invariant_control,False,6,d_inv=0.670506977153 > 0.4,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.4, ""value"": 0.670506977152825, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,exploratory,obs_1a5fe18454a72c010723b68e,obs_736a243b00d05a7f03003eab,target,phase_2_2_invariant_control,False,6,d_inv=0.670506977153 > 0.45,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.45, ""value"": 0.670506977152825, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_invariant_control,strict,obs_15dfea45916d6869fc8b2e34,obs_993a974862a984fd3f92c8a7,target,phase_2_2_invariant_control,False,6,d_inv=0.861395906996 > 0.4,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": false, ""tolerance"": 0.4, ""value"": 0.861395906995802, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
