hierarchy_label,level_id,n_side,h,ensemble_size,seed,tau,surviving_count,pair_distance_histogram_counts_json,pair_distance_histogram_density_json,nearest_neighbor_mean,nearest_neighbor_std,effective_exclusion_radius,g_r_proxy_json
frozen_branch,n48,48,0.020833333333,5,1302,0.4,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1302,0.8,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1302,1.2,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1302,1.6,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1302,2.0,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1302,2.4,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1302,3.0,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1302,3.6,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1302,4.2,5,"[0, 0, 0, 1, 0, 3, 3]","[0.0, 0.0, 0.0, 0.142857142857, 0.0, 0.428571428571, 0.428571428571]",0.261291989209,0.058822366202,0.191253473805,"[0.0, 0.0, 0.0, 2.480158730159, 0.0, 2.232142857143, 0.797193877551]"
frozen_branch,n48,48,0.020833333333,5,1303,0.0,5,"[0, 0, 0, 0, 1, 2, 5]","[0.0, 0.0, 0.0, 0.0, 0.125, 0.25, 0.625]",0.277515430129,0.033753637039,0.238231221499,"[0.0, 0.0, 0.0, 0.0, 1.132246376812, 1.302083333333, 1.162574404762]"
