hierarchy_label,level_id,n_side,h,ensemble_size,seed,tau,low_mode_occupancy,single_mode_baseline_occupancy,low_mode_occupancy_ratio_vs_single,spectral_distortion_vs_single
frozen_branch,n72,72,0.013888888889,3,1301,2.0,0.492026589567,0.361880705312,1.359637533432,0.359637533432
frozen_branch,n72,72,0.013888888889,3,1301,2.4,0.499145997188,0.36985594298,1.349568681163,0.349568681163
frozen_branch,n72,72,0.013888888889,3,1301,3.0,0.509118025837,0.381570979641,1.334268204346,0.334268204346
frozen_branch,n72,72,0.013888888889,3,1301,3.6,0.518293415707,0.392988626843,1.318850929275,0.318850929275
frozen_branch,n72,72,0.013888888889,3,1301,4.2,0.526728768789,0.404109572516,1.303430565898,0.303430565898
frozen_branch,n72,72,0.013888888889,3,1302,0.0,0.246588681046,0.32003790691,0.770498355731,-0.229501644269
frozen_branch,n72,72,0.013888888889,3,1302,0.4,0.253024014998,0.328666055431,0.769851375938,-0.230148624062
frozen_branch,n72,72,0.013888888889,3,1302,0.8,0.259319864872,0.337165447501,0.76911755577,-0.23088244423
frozen_branch,n72,72,0.013888888889,3,1302,1.2,0.265472514693,0.345534912009,0.768294332835,-0.231705667165
frozen_branch,n72,72,0.013888888889,3,1302,1.6,0.271478750227,0.353773549678,0.767380010389,-0.232619989611
frozen_branch,n72,72,0.013888888889,3,1302,2.0,0.277335847605,0.361880705312,0.766373679319,-0.233626320681
frozen_branch,n72,72,0.013888888889,3,1302,2.4,0.283041558526,0.36985594298,0.76527513995,-0.23472486005
frozen_branch,n72,72,0.013888888889,3,1302,3.0,0.291312479058,0.381570979641,0.76345554196,-0.23654445804
frozen_branch,n72,72,0.013888888889,3,1302,3.6,0.29923463542,0.392988626843,0.761433321426,-0.238566678574
frozen_branch,n72,72,0.013888888889,3,1302,4.2,0.306805854365,0.404109572516,0.759214518121,-0.240785481879
frozen_branch,n72,72,0.013888888889,3,1303,0.0,0.113680534442,0.32003790691,0.355209592326,-0.644790407674
frozen_branch,n72,72,0.013888888889,3,1303,0.4,0.116796867794,0.328666055431,0.355366384401,-0.644633615599
frozen_branch,n72,72,0.013888888889,3,1303,0.8,0.119871163283,0.337165447501,0.355526238444,-0.644473761556
frozen_branch,n72,72,0.013888888889,3,1303,1.2,0.122903016777,0.345534912009,0.355689143137,-0.644310856863
frozen_branch,n72,72,0.013888888889,3,1303,1.6,0.125892099632,0.353773549678,0.355855037062,-0.644144962938
frozen_branch,n72,72,0.013888888889,3,1303,2.0,0.128838147008,0.361880705312,0.356023808722,-0.643976191278
frozen_branch,n72,72,0.013888888889,3,1303,2.4,0.131740947589,0.36985594298,0.356195297356,-0.643804702644
frozen_branch,n72,72,0.013888888889,3,1303,3.0,0.136013706156,0.381570979641,0.356457155845,-0.643542844155
frozen_branch,n72,72,0.013888888889,3,1303,3.6,0.140188377957,0.392988626843,0.356723753263,-0.643276246737
frozen_branch,n72,72,0.013888888889,3,1303,4.2,0.144264686057,0.404109572516,0.356993983486,-0.643006016514
frozen_branch,n72,72,0.013888888889,5,1301,0.0,0.453939209317,0.32003790691,1.418392007685,0.418392007685
frozen_branch,n72,72,0.013888888889,5,1301,0.4,0.459560143588,0.328666055431,1.398258615377,0.398258615377
frozen_branch,n72,72,0.013888888889,5,1301,0.8,0.464834167285,0.337165447501,1.378653034377,0.378653034377
frozen_branch,n72,72,0.013888888889,5,1301,1.2,0.469781789856,0.345534912009,1.359578362498,0.359578362498
frozen_branch,n72,72,0.013888888889,5,1301,1.6,0.474422347144,0.353773549678,1.34103396813,0.34103396813
frozen_branch,n72,72,0.013888888889,5,1301,2.0,0.478774001093,0.361880705312,1.323016104658,0.323016104658
frozen_branch,n72,72,0.013888888889,5,1301,2.4,0.482853759181,0.36985594298,1.305518454807,0.305518454807
frozen_branch,n72,72,0.013888888889,5,1301,3.0,0.488498049066,0.381570979641,1.280228516132,0.280228516132
frozen_branch,n72,72,0.013888888889,5,1301,3.6,0.493615201849,0.392988626843,1.256054674696,0.256054674696
frozen_branch,n72,72,0.013888888889,5,1301,4.2,0.498249310615,0.404109572516,1.232955971604,0.232955971604
